concept_id,English,Kiswahili,Ekegusii,source,dataset_origin
114192,"He gathered all Judah and Benjamin, and those who lived with them out of Ephraim, Manasseh, and Simeon; for they came to him out of Israel in abundance when they saw that Yahweh his God was with him.","Kisha akakutanisha Yuda wote, Benyamini na watu kutoka Efraimu, watu wa Manase na Simeoni waliokuwa wanaishi miongoni mwao, kwa maana idadi kubwa walikuwa wamemjia kutoka Israeli walipoona kwamba Bwana Mungu wake alikuwa pamoja naye.","Agasangereria Abayuda na Ababenjamini bonsi, na abanto bonsi korwa ase Abaefraimu na Abamanase, na Abasimeoni, abarenge abamenyi ase egati yabo. Abanto abange korwa ase Abaisraeli konya batamire gochia asare, ekero baroche ng’a Omonene, Nyasae oye, nigo arenge amo nere.",Trilingual-Bible,bibile.csv
114193,"So they gathered themselves together at Jerusalem in the third month, in the fifteenth year of Asa’s reign.",Basi wakakusanyika huko Yerusalemu mwezi wa tatu katika mwaka wa kumi na tano wa utawala wa Asa.,Bagasangererekana agwo Yerusalemu ase omotienyi o gatato bw’omwaka o ikomi na gatano bw’okogamba gwa Asa.,Trilingual-Bible,bibile.csv
114194,"They sacrificed to Yahweh in that day, from the plunder which they had brought, seven hundred head of cattle and seven thousand sheep.","Wakati huo wakamtolea Bwana dhabihu za ngʼombe 700, kondoo na mbuzi 7,000 kutoka zile nyara walizoteka.","Ase rituko riria bakaruera Omonene ebing’wanso korwa ase chitugo boosete, bakarua chiombe amagana atano na abere (700), ne ching’ondi ne chimbori chilifu isano na ibere (7,000).",Trilingual-Bible,bibile.csv
114195,"They entered into the covenant to seek Yahweh, the God of their fathers, with all their heart and with all their soul;","Wakafanya agano kumtafuta Bwana, Mungu wa baba zao kwa moyo wao wote na kwa roho yao yote.","Bagakora okobwatana kw’ogotianania ng’a bamorigie Omonene, Nyasae bwe chisokoro chiabo, ne chinkoro chiabo chionsi, na emioyo yabo yonsi.",Trilingual-Bible,bibile.csv
114196,"and that whoever would not seek Yahweh, the God of Israel, should be put to death, whether small or great, whether man or woman.","Wale wote ambao hawangemtafuta Bwana, Mungu wa Israeli wangelazimika kuuawa, akiwa mdogo au mkubwa, mwanaume au mwanamke.","Bagatianania ng’a monto onde bwensi orenge kwanga korigia Omonene, Nyasae bw’Abaisraeli, goika aitwe akwe, abe omwana gose omonto omonene, omosacha gose omokungu.",Trilingual-Bible,bibile.csv
114197,"They swore to Yahweh with a loud voice, with shouting, with trumpets, and with cornets.","Wakamwapia Bwana kwa sauti kuu, kwa kupiga kelele, tarumbeta na kwa mabaragumu.","Bakaria emuma ase erieta ri’Omonene, ase ogokwana neriogi rinene ase ogochenga, na ase okobugia ebitureeri na ebitureeri.",Trilingual-Bible,bibile.csv
114198,"All Judah rejoiced at the oath, for they had sworn with all their heart and sought him with their whole desire; and he was found by them. Then Yahweh gave them rest all around.","Yuda wote wakafurahia kile kiapo kwa sababu walikuwa wameapa kwa moyo wao wote. Wakamtafuta Mungu kwa bidii, naye akaonekana kwao. Kwa hiyo Bwana akawastarehesha pande zote.","Abayuda bonsi bakaba nomochengo ase emuma eria bariete, ekiagera nigo batiananetie ne chinkoro chiabo chionsi, na bakarigia Omonene ase okogania kwabo gwonsi. Omonene akanyorekana ase bare, na akabaa obotoereru ase chinsemo chiabo chionsi.",Trilingual-Bible,bibile.csv
114199,"Also Maacah, the mother of Asa the king, he removed from being queen mother, because she had made an abominable image for an Asherah; so Asa cut down her image, ground it into dust, and burned it at the brook Kidron.","Mfalme Asa akamwondolea Maaka mama yake wadhifa wake kama mama malkia kwa sababu alikuwa ametengeneza nguzo ya Ashera ya kuchukiza. Asa akaikata hiyo nguzo, akaivunjavunja na kuiteketeza kwa moto katika Bonde la Kidroni.","Asa omorwoti akarusia Maaka ng’ina taba eting’ana, ekiagera konya otenenirie omote bw’okogechia, oroiseretigwe Asera, enyasae eria enkungu. Asa akayobutorana akayoiyeria inse, akayosenyenta na akayosambera agwo ase akarooche ga Kidironi.",Trilingual-Bible,bibile.csv
114200,But the high places were not taken away out of Israel; nevertheless the heart of Asa was perfect all his days.,"Ijapokuwa hakuondoa mahali pa juu pa kuabudia miungu katika Israeli, moyo wa Asa ulikuwa umejiweka kwa Bwana kikamilifu maisha yake yote.","Korende aase aimokererete igoro agosasimerwa tarusetigwe korwa ase Abaisraeli. Korende nonya naboigo, Asa akaba omwegenwa ase Omonene amatuko aye onsi.",Trilingual-Bible,bibile.csv
114201,"He brought the things that his father had dedicated and that he himself had dedicated, silver, gold, and vessels into God’s house.",Akaleta ndani ya Hekalu la Mungu fedha na dhahabu na vile vyombo ambavyo yeye na baba yake walikuwa wameviweka wakfu.,"Akarenta ase enyomba ya Nyasae ebiegwa ebi ise na ere omonyene baatananete koba ebichenu, chifeta, ne chitaabu, na ebikorero.",Trilingual-Bible,bibile.csv
114202,There was no more war to the thirty-fifth year of Asa’s reign.,Hapakuwepo vita tena mpaka mwaka wa thelathini na tano wa utawala wake Asa.,"Chiseegi chinde tichiabete goika omwaka bw’emerongo etato, na etano, bw’okogamba gwa Asa.",Trilingual-Bible,bibile.csv
114203,"In the thirty-sixth year of Asa’s reign, Baasha king of Israel went up against Judah, and built Ramah, that he might not allow anyone to go out or come in to Asa king of Judah.","Katika mwaka wa thelathini na sita wa utawala wa Asa, Mfalme Baasha wa Israeli akashambulia Yuda na kuweka ngome mji wa Rama ili kumzuia yeyote asitoke wala kuingia nchi ya Mfalme Asa wa Yuda.","Ase omwaka bw’emerongo etato, na etano nomo, bw’okogamba gwa Asa, Baasa, omorwoti bw’Abaisraeli, akagenda korwania Abayuda, akaagacha na kogitera omochie o Rama chindwaki ng’a nario ribaga ritabaise gotoka ase omonto onde bwensi gosoka, gose gosoa kogenda ase Asa, omorwoti bw’Abayuda.",Trilingual-Bible,bibile.csv
114204,"Then Asa brought out silver and gold out of the treasures of Yahweh’s house and of the king’s house, and sent to Ben Hadad king of Syria, who lived at Damascus, saying,","Ndipo Asa akachukua fedha na dhahabu kutoka hazina ya Hekalu la Bwana na kutoka jumba lake mwenyewe la kifalme na kumpelekea Ben-Hadadi mfalme wa Aramu, ambaye alikuwa anatawala huko Dameski.","Erio Asa akarusia chifeta ne chitaabu korwa ase chikungo chi’enyomba y’Omonene na korwa ase echi’enyomba y’omorwoti, agachitoma gochia ase Beni‐Hadadi, omorwoti o Siiria omenyete agwo Damesiki, agateeba,",Trilingual-Bible,bibile.csv
114205,"“Let there be a treaty between me and you, as there was between my father and your father. Behold, I have sent you silver and gold. Go, break your treaty with Baasha king of Israel, that he may depart from me.”","Akasema, “Pawepo na mkataba kati yangu na wewe, kama ulivyokuwepo kati ya baba yangu na baba yako. Tazama, nimekuletea fedha na dhahabu. Sasa vunja mkataba wako na Baasha mfalme wa Israeli ili aniondokee mimi.”","“Tiga okobwatana kw’ogotianania kobe ase egati yane naye, buna kwarenge ase egati ya tata na iso. Rora nagotomeire chifeta ne chitaabu. Genda osarie okobwatana kwao gwakorete na Baasa, omorwoti bw’Abaisraeli, erinde arue ase ense yane, antigane.”",Trilingual-Bible,bibile.csv
114206,"Ben Hadad listened to King Asa, and sent the captains of his armies against the cities of Israel; and they struck Ijon, Dan, Abel Maim, and all the storage cities of Naphtali.","Ben-Hadadi akakubaliana na Mfalme Asa na kutuma majemadari wa majeshi yake dhidi ya miji ya Israeli. Wakashinda Iyoni, Dani, Abel-Maimu na miji yote ya hazina ya Naftali.","Beni‐Hadadi akaigwera Asa omorwoti, agatoma abatang’ani b’abarwani baye, bakagenda bakarwania emechie y’Abaisraeli, bakabua Iyoni, na Dani, na Abeli‐Maimu, na emechie yonsi ase ebinto biagachire agwo ase orogongo rwa Nafutali.",Trilingual-Bible,bibile.csv
114207,"When Baasha heard of it, he stopped building Ramah, and let his work cease.","Baasha aliposikia jambo hili, akasimamisha kujenga Rama na kuacha kazi yake.","Ekero Baasa aigwete amang’ana ayio, agatiga kogita omochie o Rama, na emeremo yaye aroro egatenena.",Trilingual-Bible,bibile.csv
114208,"Then Asa the king took all Judah, and they carried away the stones and timber of Ramah, with which Baasha had built; and he built Geba and Mizpah with them.","Ndipo Mfalme Asa akawaleta watu wote wa Yuda, nao wakachukua mawe na miti ambayo Baasha alikuwa anavitumia huko Rama. Kwa vitu hivyo akajenga Geba na Mispa.","Erio Asa omorwoti akaira Abayuda bonsi, na barabwo bakagenda bakabogoria amagena onsi a Rama, ne chibao, ebinto biria Baasa arenge koagachera, na ase ebio Asa akaagachera Geba na Misipa.",Trilingual-Bible,bibile.csv
114209,"At that time Hanani the seer came to Asa king of Judah, and said to him, “Because you have relied on the king of Syria, and have not relied on Yahweh your God, therefore the army of the king of Syria has escaped out of your hand.","Ikawa wakati huo mwonaji Hanani akamjia Mfalme Asa wa Yuda na kumwambia: “Kwa sababu ulimtegemea mfalme wa Aramu nawe hukumtegemea Bwana Mungu wako, jeshi la mfalme wa Aramu limeponyoka mkononi mwako.","Ase engaki eria Hanani omoorori agacha ase Asa, omorwoti bw’Abayuda, akamoteebia, “Ekiagera gwasemeretie omorwoti o Siiria, na tigwasemeri’Omonene, Nyasae oo, abasikari b’omorwoti o Siiria batamire betooririe korwa ase okoboko kwao.",Trilingual-Bible,bibile.csv
114210,"Weren’t the Ethiopians and the Lubim a huge army, with chariots and exceedingly many horsemen? Yet, because you relied on Yahweh, he delivered them into your hand.","Je, hukumbuki lililotendeka kwa Wakushi na Walibia, hawakuwa jeshi lenye nguvu na magari mengi ya vita na wapanda farasi? Hata hivyo, ulipomtegemea Bwana yeye aliwatia mkononi mwako.","Inee! Abanto b’Ethiopia na aba Libia tibarenge omoganda omonene bw’abasikari, naende tibabwate chigari chinyinge, na abariini chibarasi abange? Korende nonya naboigo, ekiagera aye gwasemeretie Omonene, akababeeka ase okoboko kwao.",Trilingual-Bible,bibile.csv
114211,"For Yahweh’s eyes run back and forth throughout the whole earth, to show himself strong in the behalf of them whose heart is perfect toward him. You have done foolishly in this; for from now on you will have wars.”",Kwa kuwa macho ya Bwana hukimbiakimbia duniani kote ili kujionyesha mwenye nguvu kwa ajili ya wale ambao mioyo yao inamtegemea kwa ukamilifu. Umefanya jambo la upumbavu na kuanzia sasa na kuendelea utakuwa na vita.”,Amaiso ’Omonene nigo origereretie aande onsi ase ense yonsi ase okoorokia okoboko kwaye kw’ogokonya abanto baria chinkoro chiabo chire chinyegenwa asare. Aye gwakorire amang’ana ’oboriri ase ogokora egento eke; na korwa bono na kogenderera nobe ne chiseegi.”,Trilingual-Bible,bibile.csv
114212,"Then Asa was angry with the seer, and put him in the prison; for he was in a rage with him because of this thing. Asa oppressed some of the people at the same time.",Asa akamkasirikia mwonaji kwa sababu ya jambo hili. Alikuwa ameghadhibika sana hata akamweka gerezani. Wakati huo huo Asa akaanza kuwatesa na kuwaonea baadhi ya watu kwa ukatili.,"Erio Asa akaba nendamwamu ase omorori oria, akamobwata, akamobeka ase echela, agasoyia amagoro aye ase rikorogoto. Nigo agechete omoorori oria mono, ekiagera akwanete amang’ana aria. Boigo ase engencho eyio Asa akaba omotindi mono, agachanda abanto bande.",Trilingual-Bible,bibile.csv
114213,"Behold, the acts of Asa, first and last, behold, they are written in the book of the kings of Judah and Israel.","Matukio ya utawala wa Asa, kuanzia mwanzo mpaka mwisho, yameandikwa katika kitabu cha wafalme wa Yuda na Israeli.","Aya onsi Asa akorete, korwa omochakano goika omoerio, nigo ariikire ase Egetabu ki’Abarwoti b’Abayuda na ab’Abaisraeli.",Trilingual-Bible,bibile.csv
114214,"In the thirty-ninth year of his reign, Asa was diseased in his feet. His disease was exceedingly great; yet in his disease he didn’t seek Yahweh, but just the physicians.","Katika mwaka wa thelathini na tisa wa utawala wake, Asa alipatwa na ugonjwa kwenye miguu yake. Ingawa ugonjwa wake ulimzidia sana, hata katika kuugua kwake hakutafuta msaada kutoka kwa Bwana bali kwa matabibu tu.","Ase omwaka bw’emerongo etato na kianda bw’okogamba kwaye, Asa akanyora oborwaire ase amagoro aye, na oborwaire obo bokaba obonene; korende nonya obete omorwaire, tarigetie Omonene, korende akarigia ogokonywa korwa ase abarwaria.",Trilingual-Bible,bibile.csv
114215,"Asa slept with his fathers, and died in the forty-first year of his reign.","Katika mwaka wa arobaini na moja wa utawala wa Asa, alikufa na kulala na baba zake.","Asa agakwa ase omwaka bw’emerongo ene nomo bw’okogamba kwaye, akarara ase chisokoro chiaye chiaraarete.",Trilingual-Bible,bibile.csv
114216,"They buried him in his own tomb, which he had dug out for himself in David’s city, and laid him in the bed which was filled with sweet odors and various kinds of spices prepared by the perfumers’ art; and they made a very great fire for him.","Nao wakamzika katika kaburi lile alilokuwa amejichongea mwenyewe katika Mji wa Daudi. Wakamzika kwa jeneza lililowekwa vikolezi na mchanganyiko wa manukato ya aina mbalimbali yaliyotengenezwa kwa utaalamu wa mtengeneza marashi, nao wakawasha moto mkubwa kwa heshima yake.","Erio agatindekwa ase oboina eroiseretie ere omonyene, agwo ase Omochie o Daudi. Bakamwareria ase ekeraarero giaichoretigwe ebinsari na amarembo ao ao, ebinto bigotioka buya, biaroisetigwe nabaroisia abang’aini. Abanto bagauta omorero omonene ase okworokia amasikani ase engencho ya Asa.",Trilingual-Bible,bibile.csv
114217,"Jehoshaphat his son reigned in his place, and strengthened himself against Israel.",Yehoshafati mwanawe akawa mfalme baada yake na akajiimarisha dhidi ya Israeli.,"Yehosafati, omwana omomura bw’Asa, akaba okogamba ase ribaga riaye. Agakong’ia oborwoti bwaye ase ogwekengera ase Abaisraeli.",Trilingual-Bible,bibile.csv
114218,"He placed forces in all the fortified cities of Judah, and set garrisons in the land of Judah and in the cities of Ephraim, which Asa his father had taken.",Akaweka jeshi katika miji yote ya Yuda yenye ngome na kuweka askari walinzi katika Yuda na katika miji ya Efraimu ile ambayo baba yake Asa alikuwa ameiteka.,"Akabeka abasikari ase emechie yonsi y’Abayuda yagiteire chindwaki, na ase ense y’Abayuda, na ase emechie y’Efraimu eyio Asa ise abwate.",Trilingual-Bible,bibile.csv
114219,"Yahweh was with Jehoshaphat, because he walked in the first ways of his father David, and didn’t seek the Baals,",Bwana Mungu alikuwa na Yehoshafati kwa sababu katika miaka yake ya mwanzoni alienenda katika njia za Daudi baba yake. Hakutafuta Mabaali,"Omonene akaba amo na Yehosafati, ekiagera abwatetie chinchera chi’eritang’ani chia Daudi, sokoro yaye. Ere tasasimete Baali,",Trilingual-Bible,bibile.csv
114220,"but sought the God of his father, and walked in his commandments, and not in the ways of Israel.",bali alimtafuta Mungu wa baba yake na kuzifuata amri zake badala ya kufuata desturi za watu wa Israeli.,"korende akaba okorigia Nyasae o ise, na akabwata amachiiko ’Omonene, na tabwatetie chinchera chi’Abaisraeli.",Trilingual-Bible,bibile.csv
114221,"Therefore Yahweh established the kingdom in his hand. All Judah brought tribute to Jehoshaphat, and he had riches and honor in abundance.","Kwa hiyo Bwana akauimarisha ufalme chini ya uongozi wake, nao Yuda wote wakamletea Yehoshafati zawadi, hivyo akawa na utajiri mwingi na heshima.","Ase ayio Omonene agakora oborwoti bwaye bokaba ne chinguru ase okoboko kwaye, na Abayuda bonsi bakamorentera ebiegwa, ere akaba nobonda obonge na amasikani amanene.",Trilingual-Bible,bibile.csv
114222,"His heart was lifted up in the ways of Yahweh. Furthermore, he took away the high places and the Asherah poles out of Judah.","Moyo wake ukawa hodari katika njia za Bwana na zaidi ya yote, akaondoa mahali pa juu pa kuabudia miungu na nguzo za Maashera katika Yuda.","Akaba omoremu ase chinchera chi’Omonene, agasaria aase aimokererete igoro agosasimerwa, na akarusia emete y’Asera, enyasae eria enkungu, korwa ase Abayuda.",Trilingual-Bible,bibile.csv
114223,"Also in the third year of his reign he sent his princes, even Ben Hail, Obadiah, Zechariah, Nethanel, and Micaiah, to teach in the cities of Judah;","Katika mwaka wa tatu wa utawala wa akatuma maafisa wake ambao ni: Ben-Haili, Obadia, Zekaria, Nethaneli na Mikaya ili kufundisha katika miji ya Yuda.","Ase omwaka o gatato bw’okogamba kwaye, agatoma abanene b’obogambi bwaye, Beni‐Haili, na Obadia, na Zakaria, na Netaneli, na Mikaya, kworokereria ase emechie y’Abayuda.",Trilingual-Bible,bibile.csv
114224,"and with them Levites, even Shemaiah, Nethaniah, Zebadiah, Asahel, Shemiramoth, Jehonathan, Adonijah, Tobijah, and Tobadonijah, the Levites; and with them Elishama and Jehoram, the priests.","Pamoja nao walikuwepo Walawi fulani nao ni: Shemaya, Nethania, Zebadia, Asaheli, Shemiramothi, Yehonathani, Adoniya, Tobia, Tob-Adonia, pamoja nao walikuwepo makuhani Elishama na Yehoramu.","Amo nabanene baria agatoma Abalawi aba: Semaya, na Netania, na Sebadia, na Asaeli, na Semiramoti, na Yehonathani, na Adonia, na Tobia, na Tobi‐Adonia. Naende amo n’Abalawi aba agatoma Elisama na Yehoramu abakuani.",Trilingual-Bible,bibile.csv
114225,"They taught in Judah, having the book of Yahweh’s law with them. They went about throughout all the cities of Judah and taught among the people.","Wakafundisha Yuda yote, wakiwa wamechukua Kitabu cha Sheria ya Bwana wakazunguka miji yote ya Yuda na kufundisha watu.","Barabwo bakaimokia egetabu y’ogochika kw’Omonene, bakagenda ase emechie yonsi y’Abayuda, bakorokereria abanto.",Trilingual-Bible,bibile.csv
114226,"The fear of Yahweh fell on all the kingdoms of the lands that were around Judah, so that they made no war against Jehoshaphat.","Hofu ya Bwana ikawa juu ya falme zote za nchi zilizozunguka Yuda, hivyo hawakufanya vita na Yehoshafati.","Omonene akoboyia amarwoti onsi ye chinse chiaetanaine Abayuda, na onde tacha korwania Yehosafati.",Trilingual-Bible,bibile.csv
114227,Some of the Philistines brought Jehoshaphat presents and silver for tribute. The Arabians also brought him flocks: seven thousand seven hundred rams and seven thousand seven hundred male goats.,"Baadhi ya Wafilisti wakamletea Yehoshafati zawadi na fedha kama ushuru, nao Waarabu wakamletea mifugo: kondoo dume 7,700 na mbuzi 7,700.","Abafirisiti bande bakarenta ebiegwa ase Yehosafati, amo ne chifeta chikaba ebango. Abaarabu boigo bakamorentera chimingichi chilifu isano na ibere, na amagana atano na abere (7,700), ne chigoree chilifu isano na ibere, na amagana atano na abere (7,700).",Trilingual-Bible,bibile.csv
114228,Jehoshaphat grew great exceedingly; and he built fortresses and store cities in Judah.,"Yehoshafati akaendelea kupata nguvu zaidi na zaidi, akajenga ngome na miji ya hazina katika Yuda","Yehosafati akamenta koba ne chinguru, na agwo ase ense y’Abayuda akaagacha chiburi na emechie, ase arenge kogaacha ebinto.",Trilingual-Bible,bibile.csv
114229,"He had many works in the cities of Judah; and men of war, mighty men of valor, in Jerusalem.",na akawa na wingi mkubwa wa vitu katika miji ya Yuda. Pia aliweka askari wa vita wenye uzoefu huko Yerusalemu.,"Nigo abwate ebinto ebinge biagachire ase ense y’Abayuda. Naende nabwate abasikari, abanto chituoni, agwo Yerusalemu.",Trilingual-Bible,bibile.csv
114230,"This was the numbering of them according to their fathers’ houses: From Judah, the captains of thousands: Adnah the captain, and with him three hundred thousand mighty men of valor;","Wakaandikishwa katika jamaa zao kama ifuatavyo: Kutoka Yuda, majemadari wa vikosi vya elfu: Jemadari Adna akiwa na askari wa vita 300,000;","Oyo noro orenge omooroberio obo, eamate ase eamate. Korwa ase Abayuda nigo barenge abateneneri aba b’abasikari chilifu: Adina, omochiki amo nabarwani baye chituoni chilifu amagana atato (300,000).",Trilingual-Bible,bibile.csv
114231,"and next to him Jehohanan the captain, and with him two hundred eighty thousand;","aliyefuata ni jemadari Yehohanani, akiwa na askari 280,000 walio tayari kwa vita;","Na oyo o kabere Yehohanani omochiki amo nabarwani baye chituoni chilifu amagana abere na emerongo etano na etato (280,000);",Trilingual-Bible,bibile.csv
114232,"and next to him Amasiah the son of Zichri, who willingly offered himself to Yahweh, and with him two hundred thousand mighty men of valor.","aliyefuata ni Amasia mwana wa Zikri, ambaye alijitolea kwa ajili ya kazi ya Bwana, akiwa na askari 200,000.","na oyo o gatato Amasia, mosinto o Sikiri, oyo bweruete ase ogwancha gokora emeremo y’Omonene; ere nigo abwate abarwani chituoni chilifu amagana abere (200,000).",Trilingual-Bible,bibile.csv
114233,"From Benjamin: Eliada, a mighty man of valor, and with him two hundred thousand armed with bow and shield;","Kutoka Benyamini: Eliada, askari shujaa akiwa na watu 200,000 wenye silaha za nyuta na ngao;","Korwa ase Ababenjamini nigo arenge Eliada, omonto etuoni; ere nigo abwate abarwani chilifu amagana abere (200,000), babwate amata ne chinguba.",Trilingual-Bible,bibile.csv
114234,"and next to him Jehozabad, and with him one hundred eighty thousand ready and prepared for war.","aliyefuata ni Yehozabadi, akiwa na askari 180,000 wenye silaha za vita.","Na oyo o kabere, Yehosabadi, obwate abarwani chilifu rigana erimo na emerongo etano na etato (180,000), babwate ebirwanero ase okorwana esegi.",Trilingual-Bible,bibile.csv
114235,"These were those who waited on the king, in addition to those whom the king put in the fortified cities throughout all Judah.","Hawa ndio waliomtumikia mfalme, mbali na wale mfalme aliweka katika miji yenye ngome huko Yuda yote.",Abanto aba bakaba bagokora emeremo y’omorwoti amo na baria bande abegete ase emechie yagiteire chindwaki ase ense yonsi y’Abayuda.,Trilingual-Bible,bibile.csv
114236,Now Jehoshaphat had riches and honor in abundance; and he allied himself with Ahab.,"Basi, Yehoshafati alikuwa na mali nyingi sana na heshima. Naye akafanya urafiki na Ahabu kwa mwanawe kumwoa binti wa Ahabu.","Ekero Yehosafati abeete omonda mono naende asikire, akanyuoma omokungu korwa ase enyomba y’Ahabu.",Trilingual-Bible,bibile.csv
114237,"After some years, he went down to Ahab to Samaria. Ahab killed sheep and cattle for him in abundance, and for the people who were with him, and moved him to go up with him to Ramoth Gilead.",Baada ya miaka kadhaa akashuka kumtembelea Ahabu huko Samaria. Ahabu akachinja ngʼombe na kondoo wengi kwa ajili yake na watu aliokuwa amefuatana nao. Kisha Ahabu akamshawishi Yehoshafati kukwea pamoja naye ili kuishambulia Ramoth-Gileadi.,"Magega y’emiaka emeke akagenda ase Ahabu agwo Samaria. Nere akanyenyera Yehosafati, amo nabaanto barenge amo nere, ching’ondi chinyinge ne chiombe; erio akamoebereria agende amo nere korwania Ramoti o Gileadi.",Trilingual-Bible,bibile.csv
114238,"Ahab king of Israel said to Jehoshaphat king of Judah, “Will you go with me to Ramoth Gilead?” He answered him, “I am as you are, and my people as your people. We will be with you in the war.”","Ahabu mfalme wa Israeli akamuuliza Yehoshafati mfalme wa Yuda, “Je, utakwenda pamoja nami kupigana dhidi ya Ramoth-Gileadi?” Yehoshafati akamjibu mfalme wa Israeli, “Mimi ni kama wewe, watu wangu ni kama watu wako, farasi wangu ni kama farasi wako. Tutakuwa pamoja nawe vitani.”","Ahabu, omorwoti bw’Abaisraeli, agakwana na Yehosafati, omorwoti bw’Abayuda, akamobooria, “Nogende amo nainche korwania Ramoti o Gileadi?” Yehosafati akamoiraneria, “Inche nigo inde buna aye, na abanto baane nigo bare buna abanto bao. Intwe ntobe amo naye ase okorwana esegi.”",Trilingual-Bible,bibile.csv
114239,"Jehoshaphat said to the king of Israel, “Please inquire first for Yahweh’s word.”","Lakini Yehoshafati pia akamwambia mfalme wa Israeli, “Kwanza tafuta shauri la Bwana.”","Naende Yehosafati agateebia omorwoti bw’Abaisraeli, “Ritang’ani toborie Omonene igoro y’amang’ana aya.”",Trilingual-Bible,bibile.csv
114240,"Then the king of Israel gathered the prophets together, four hundred men, and said to them, “Shall we go to Ramoth Gilead to battle, or shall I forbear?” They said, “Go up, for God will deliver it into the hand of the king.”","Kwa hiyo mfalme wa Israeli akawaleta pamoja manabii wanaume wapatao mia nne, akawauliza, “Je, twende vitani dhidi ya Ramoth-Gileadi, au niache?” Wakajibu, “Naam, nenda kwa kuwa Mungu ataiweka Ramoth-Gileadi mkononi mwa mfalme.”","Erio omorwoti bw’Abaisraeli agasangereria ababani, abanto amagana ane, amo, akababoria, “Nkogenda tore korwania Ramoti o Gileadi, gose yaya?” Barabwo bakamoiraneria, “Genda, ekiagera Nyasae nabeeke omochie oyio ase okoboko kwao, aye omorwoti.”",Trilingual-Bible,bibile.csv
114241,"But Jehoshaphat said, “Isn’t there here a prophet of Yahweh besides, that we may inquire of him?”","Lakini Yehoshafati akauliza, “Je, hayuko nabii wa Bwana hapa ambaye tunaweza kumuuliza?”","Korende Yehosafati akaboria, “Inee! Omobani onde bw’Omonene tari aiga, tonyare koboria goetera asare?”",Trilingual-Bible,bibile.csv
114242,"The king of Israel said to Jehoshaphat, “There is yet one man by whom we may inquire of Yahweh; but I hate him, for he never prophesies good concerning me, but always evil. He is Micaiah the son of Imla.” Jehoshaphat said, “Don’t let the king say so.”","Mfalme wa Israeli akamjibu Yehoshafati, “Bado yupo mtu mmoja ambaye kupitia yeye twaweza kumuuliza shauri la Bwana, lakini namchukia kwa sababu huwa hatabiri jambo lolote jema kunihusu mimi, lakini kila mara hunitabiria mabaya tu. Yeye ni Mikaya mwana wa Imla.” Yehoshafati akajibu, “Mfalme hapaswi kusema hivyo.”","Omorwoti bw’Abaisraeli akairaneria Yehosafati, “Omonto oyomo natigarete, toraborie Omonene goetera asare, nere Mikaya, mosinto o Imula, korende nigo imogechete, ekiagera ere tari kobana amang’ana amaya igoro yane, korende botambe namabe oka.” Yehosafati akamoteebia, “Aye omorwoti, tobaisa gokwana igo.”",Trilingual-Bible,bibile.csv
114243,"Then the king of Israel called an officer, and said, “Get Micaiah the son of Imla quickly.”","Kwa hiyo mfalme wa Israeli akamwita mmoja wa maafisa wake na kusema, “Mlete Mikaya mwana wa Imla mara moja.”","Erio omorwoti bw’Abaisraeli akarangeria omosomba oyomo, akamochika, “Genda bwango orente Mikaya, mosinto o Imula.”",Trilingual-Bible,bibile.csv
114244,"Now the king of Israel and Jehoshaphat the king of Judah each sat on his throne, arrayed in their robes, and they were sitting in an open place at the entrance of the gate of Samaria; and all the prophets were prophesying before them.","Wakiwa wamevalia majoho yao ya kifalme, mfalme wa Israeli na Yehoshafati mfalme wa Yuda walikuwa wameketi juu ya viti vyao vya kifalme katika sakafu ya kupuria, kwenye ingilio la lango la Samaria, pamoja na manabii wote wakiwa wakitabiri mbele yao.","Bono omorwoti bw’Abaisraeli na Yehosafati, omorwoti bw’Abayuda, nigo baikaransete ase ebirogo biabo bi’oborwoti, baikaransete agwo ase ekeooreri ang’e negeita gia Samaria, babegete chianga chiabo chi’obonene, na ababani baria bonsi nigo barenge korua obobani bwabo ase amaiso ’abarwoti baria.",Trilingual-Bible,bibile.csv
114245,"Zedekiah the son of Chenaanah made himself horns of iron and said, “Yahweh says, ‘With these you shall push the Syrians, until they are consumed.’”","Wakati huu Sedekia mwana wa Kenaana alikuwa ametengeneza pembe za chuma, akatangaza, “Hivi ndivyo Bwana asemavyo, ‘Kwa hizi pembe utawapiga na kuwarudisha Waaramu nyuma mpaka wameangamizwa.’ ”","Zedekia, mosinto o Kenaana, akeroiseria ching’unchara chi’ebioma, agakwana, “Aya nar’Omonene atebiire: Ase ching’unchara echi nobetere Abasiiria goika basirigwe kegima.”",Trilingual-Bible,bibile.csv
114246,"All the prophets prophesied so, saying, “Go up to Ramoth Gilead, and prosper; for Yahweh will deliver it into the hand of the king.”","Manabii wengine wote walikuwa wanatabiri kitu hicho hicho, wakisema, “Ishambulie Ramoth-Gileadi na uwe mshindi. Kwa kuwa Bwana ataitia mkononi mwa mfalme.”","Abaabani baria bonsi bakabana amang’ana ayio ayio, bagateeba, “Genda Ramoti o Gileadi, noyobue. Omonene nayobeke ase okoboko kwao, aye omorwoti.”",Trilingual-Bible,bibile.csv
