PSA_ID,Domain,Target_Languages,Source,Metadata,English,Kiswahili
PSA_00049,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/how-kenyas-health-system-responding-devastating-floods"", ""detected_lang"": ""en""}","The 32-year-old mother of five from Gatwekera in Kibera sub-county, Nairobi County, returned home to find everything submerged, including her children's vaccination records.","Mama wa watoto watano mwenye umri wa miaka 32 kutoka Gatwekera katika kaunti ndogo ya Kibera, Kaunti ya Nairobi, alirejea nyumbani na kupata kila kitu kimezama, ikiwa ni pamoja na rekodi za chanjo za watoto wake."
PSA_00050,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/how-kenyas-health-system-responding-devastating-floods"", ""detected_lang"": ""en""}","I lost most of my things, including all the vaccination documents,"" she said.","Nilipoteza vitu vyangu vingi, pamoja na hati zote za chanjo, ""alisema."
PSA_00051,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/how-kenyas-health-system-responding-devastating-floods"", ""detected_lang"": ""en""}","The Ministry of Health and WHO are working to ensure these lessons translate into stronger emergency plans, better-resourced facilities, and more resilient communities.","Wizara ya Afya na WHO zinafanya kazi ili kuhakikisha kuwa masomo haya yanatafsiriwa katika mipango thabiti ya dharura, vifaa vyenye rasilimali bora na jumuiya zinazostahimili zaidi."
PSA_00052,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/who-and-novo-nordisk-foundation-partner-advance-health-workforce-education-kenya"", ""detected_lang"": ""en""}","The analysis projects that to meet the population's health needs, more than 114,000 additional health professionals across 31 different roles will need to be trained, employed, and retained within the health system by 2031.","Miradi ya uchanganuzi ambayo ili kukidhi mahitaji ya afya ya idadi ya watu, zaidi ya wataalamu 114,000 wa ziada wa afya katika majukumu 31 tofauti watahitaji kufunzwa, kuajiriwa, na kubakizwa ndani ya mfumo wa afya ifikapo 2031."
PSA_00053,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/who-hands-over-us-23-million-ambulances-medical-equipment-and-supplies-kenya"", ""detected_lang"": ""en""}","Additionally, the package comprises 230 medical oxygen cylinders and nearly 3,000 emergency prevention and response supplies to ensure frontline facilities are prepared for outbreaks, health emergencies, and critical care needs.","Zaidi ya hayo, kifurushi hiki kinajumuisha mitungi 230 ya oksijeni ya matibabu na karibu vifaa 3,000 vya kuzuia dharura na majibu ili kuhakikisha kuwa vituo vya mstari wa mbele vinatayarishwa kwa milipuko, dharura za kiafya, na mahitaji muhimu ya utunzaji."
PSA_00054,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/who-hands-over-us-23-million-ambulances-medical-equipment-and-supplies-kenya"", ""detected_lang"": ""en""}","Our focus is to ensure that every Kenyan accesses high quality health services."" The new resources will strengthen emergency referral care, expand oxygen capacity, help reduce maternal and newborn deaths in high burden counties, and improve Kenya's readiness to respond to cholera, Mpox, and other public health threats.","Lengo letu ni kuhakikisha kwamba kila Mkenya anapata huduma za afya za hali ya juu."" Rasilimali hizo mpya zitaimarisha huduma ya rufaa ya dharura, kupanua uwezo wa oksijeni, kusaidia kupunguza vifo vya kina mama na watoto wachanga katika kaunti zenye mzigo mkubwa, na kuboresha utayari wa Kenya kukabiliana na kipindupindu, Mpox na vitisho vingine vya afya ya umma."
PSA_00055,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/mobile-health-services-kenya-reduce-risk-stillbirths"", ""detected_lang"": ""en""}","In the past year, WHO has supported 14 of the 47 counties in Kenya to develop a pool of facility-based mentors of emergency obstetric and newborn care, helping ensure that more women can access skilled care during pregnancy and childbirth, even in the most hard-to-reach areas.","Katika mwaka uliopita, WHO imesaidia kaunti 14 kati ya 47 nchini Kenya kuendeleza kundi la washauri wa dharura wa uzazi na watoto wanaozaliwa, na kusaidia kuhakikisha kwamba wanawake wengi zaidi wanaweza kupata huduma za ujuzi wakati wa ujauzito na kujifungua, hata katika maeneo magumu kufikiwa."
PSA_00056,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/15-days-72-hours-digital-payments-accelerate-compensation-120-000-health-workers-kenya"", ""detected_lang"": ""en""}","To address these challenges, the WHO Digital Finance Team, in collaboration with the Ministry of Health and the World Health Organization in Kenya, introduced a digital payment system to ensure health workers are compensated faster and more reliably.","Ili kukabiliana na changamoto hizi, Timu ya Fedha ya Kidijitali ya WHO, kwa ushirikiano na Wizara ya Afya na Shirika la Afya Ulimwenguni nchini Kenya, ilianzisha mfumo wa malipo wa kidijitali ili kuhakikisha wafanyakazi wa afya wanalipwa fidia haraka na kwa uhakika zaidi."
PSA_00057,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/rapid-response-brings-relief-flood-affected-communities-kenya"", ""detected_lang"": ""en""}","""The whole-of-government approach, led by President William Ruto, is to ensure that we work across all sectors to minimize the pain for so many,"" says Hilary Limo, the manager of the Public Health Emergency Operations Centre.","“Mtazamo wa jumla wa serikali, unaoongozwa na Rais William Ruto, ni kuhakikisha kwamba tunafanya kazi katika sekta zote ili kupunguza machungu kwa wengi,” asema Hilary Limo, meneja wa Kituo cha Operesheni za Dharura za Afya ya Umma."
PSA_00058,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/rapid-response-brings-relief-flood-affected-communities-kenya"", ""detected_lang"": ""en""}","""Going forward we will need to look at the impact of the floods, continuity of care and provide resilience capacity building to communities.","""Kwa kwenda mbele tutahitaji kuangalia athari za mafuriko, mwendelezo wa utunzaji na kutoa kujenga uwezo wa kustahimili jamii."
PSA_00059,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/path-expanding-cervical-cancer-screening-kenya"", ""detected_lang"": ""en""}",World Health Organization (WHO) recommends the HPV DNA testing as it detects the high-risk strains of the human papilloma virus unlike tests that rely on visual inspection.,Shirika la Afya Duniani (WHO) linapendekeza upimaji wa DNA wa HPV kwani hugundua aina hatarishi za virusi vya papiloma ya binadamu tofauti na vipimo vinavyotegemea ukaguzi wa kuona.
PSA_00060,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/path-expanding-cervical-cancer-screening-kenya"", ""detected_lang"": ""en""}","Though the overall coverage was higher than the national average, it was limited by availability of commodities; therefore addressing procurement inefficiencies to ensure regular availability of all necessary HPV screening commodities is necessary for an effective HPV-based cervical cancer screening program rollout.","Ingawa huduma ya jumla ilikuwa kubwa kuliko wastani wa kitaifa, ilipunguzwa na upatikanaji wa bidhaa; kwa hivyo kushughulikia upungufu wa manunuzi ili kuhakikisha upatikanaji wa mara kwa mara wa bidhaa zote muhimu za uchunguzi wa HPV ni muhimu kwa ajili ya uanzishaji wa mpango wa uchunguzi wa saratani ya shingo ya kizazi unaozingatia HPV."
PSA_00061,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/path-expanding-cervical-cancer-screening-kenya"", ""detected_lang"": ""en""}","It should be noted that about a quarter of all the HPV-positive women were not triaged, and therefore an effective fail-safe mechanism to track and trace such women is necessary.","Ikumbukwe kwamba takriban robo ya wanawake wote walio na HPV hawakufanyiwa vipimo, na kwa hivyo utaratibu madhubuti wa kushindwa kuwafuatilia na kuwafuatilia wanawake kama hao ni muhimu."
PSA_00062,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/kenya-who-launch-bold-initiative-transform-africas-health-emergency-response"", ""detected_lang"": ""en""}","The Emergency Hub will also oversee a variety of sub-regional activities in Eastern Africa, including maintaining stockpiles of medical and logistical supplies and stationing WHO staff to ensure quick deployment during emergencies.","Kituo cha Dharura pia kitasimamia shughuli mbalimbali za kanda ndogo katika Afrika Mashariki, ikiwa ni pamoja na kutunza akiba ya vifaa vya matibabu na vifaa na kuweka vituo vya wafanyakazi wa WHO ili kuhakikisha kupelekwa kwa haraka wakati wa dharura."
PSA_00063,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/kenya-who-launch-bold-initiative-transform-africas-health-emergency-response"", ""detected_lang"": ""en""}",The initiative aims to ensure that one billion Africans are better protected from health emergencies by the end of 2025.,Mpango huo unalenga kuhakikisha kuwa Waafrika bilioni moja wanalindwa vyema dhidi ya dharura za kiafya ifikapo mwisho wa 2025.
PSA_00064,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/world-health-day-2025-putting-mothers-and-newborns-first-kajiado-kenya"", ""detected_lang"": ""en""}","""Let's close the care gap and ensure every birth is safe and supported."" Dr.","""Hebu tuzibe pengo la utunzaji na kuhakikisha kila kuzaliwa ni salama na kuungwa mkono."" Dk."
PSA_00065,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/world-health-day-2025-putting-mothers-and-newborns-first-kajiado-kenya"", ""detected_lang"": ""en""}","Luigi D'Acquino, Chief of Health for UNICEF Kenya, also underscored his organization's commitment to the cause: ""UNICEF stands with WHO and the Ministry of Health to ensure every child's right to life is upheld.","Luigi D'Acquino, Mkuu wa Afya wa UNICEF Kenya, pia alisisitiza dhamira ya shirika lake katika suala hili: ""UNICEF inasimama na WHO na Wizara ya Afya kuhakikisha haki ya kila mtoto ya kuishi inazingatiwa."
PSA_00066,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","MOH in an effort to accelerate vaccination, embarked on a 10-million vaccination race by end of 2021 , even as it targets more millions (27 Million) of vaccination by June 2022.","MOH katika juhudi za kuharakisha chanjo, ilianza mbio za chanjo ya milioni 10 kufikia mwisho wa 2021, hata kama inalenga mamilioni zaidi (Milioni 27) ya chanjo ifikapo Juni 2022."
PSA_00067,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Over 4.1 million are fully vaccinated while 5,820,951 are partially vaccinated.","Zaidi ya milioni 4.1 wamechanjwa kikamilifu huku 5,820,951 wakiwa wamechanjwa kiasi."
PSA_00068,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","In recent months, MOH embarked on the stringent plan to reach more people for vaccination through the 10-million vaccinations target by end of year.","Katika miezi ya hivi karibuni, MOH ilianza mpango mkali wa kuwafikia watu wengi zaidi kwa ajili ya chanjo kupitia lengo la chanjo ya milioni 10 ifikapo mwisho wa mwaka."
PSA_00069,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","With the newer threat by Omicron and rising numbers of infections – 3,286 new confirmed COVID-19 cases as of December 30 - the need to sustain vaccination and preventive and protective measures by all, has become as urgent as ever.","Kukiwa na tishio jipya zaidi la Omicron na kuongezeka kwa idadi ya maambukizo - kesi 3,286 mpya zilizothibitishwa za COVID-19 kufikia Desemba 30 - hitaji la kudumisha chanjo na hatua za kinga na kinga na wote, imekuwa haraka kama zamani."
PSA_00070,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Currently, government has given new guidelines for people to show evidence of vaccination as a protection against infection of others.","Hivi sasa, serikali imetoa miongozo mipya kwa watu kuonyesha ushahidi wa chanjo kama kinga dhidi ya maambukizi ya wengine."
PSA_00071,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","In December, WHO Kenya joined the vaccination acceleration campaign in the field and through funding and technical support, collaborated with health colleagues in 11 counties to enhance the vaccine acceleration and preventive effort.","Mnamo Desemba, WHO Kenya ilijiunga na kampeni ya kuongeza kasi ya chanjo katika uwanja huo na kupitia ufadhili na usaidizi wa kiufundi, ilishirikiana na wenzao wa afya katika kaunti 11 ili kuongeza kasi ya chanjo na juhudi za kuzuia."
PSA_00072,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","The dominant feature was the response challenge manifested by low numbers of vaccination, some as low as 2 percent of the targeted vaccinated population.","Kipengele kikuu kilikuwa changamoto ya mwitikio iliyodhihirishwa na idadi ndogo ya chanjo, baadhi ya chini kama asilimia 2 ya watu waliolengwa."
PSA_00073,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","The response – enthusiasm and curiosity - a clear evidence that more people than appreciated, were ready for vaccination and needed more convenience to get it done but also clarity and reliability of information from those they can trust because of the endless misinformation they have to deal with.","Jibu - shauku na udadisi - ushahidi wazi kwamba watu wengi zaidi kuliko kuthaminiwa, walikuwa tayari kwa chanjo na walihitaji urahisi zaidi ili kuifanya lakini pia uwazi na uaminifu wa taarifa kutoka kwa wale wanaoweza kuwaamini kwa sababu ya habari zisizo na mwisho ambazo wanapaswa kushughulikia."
PSA_00074,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","In mosques, churches, community social halls, schools, transport terminus, street corners, football fields and the local dispensary, tens and hundreds of people turned up to be vaccinated.","Katika misikiti, makanisa, kumbi za kijamii za jamii, shule, kituo cha usafiri, kona za barabara, uwanja wa mpira na zahanati ya eneo hilo, makumi na mamia ya watu walijitokeza kupata chanjo."
PSA_00075,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","In far-flung counties like Samburu, Wajir, Lamu and others where distance from a health facility or other essential services was a great barrier, enabled health teams were pleasantly surprised by the readiness for vaccination.","Katika kaunti za mbali kama Samburu, Wajir, Lamu na zingine ambapo umbali kutoka kwa kituo cha afya au huduma zingine muhimu ulikuwa kizuizi kikubwa, timu za afya zilizowezeshwa zilishangazwa sana na utayari wa chanjo."
PSA_00076,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","""It is a personal decision to vaccinate, but the availability is very important to most people here who live far away from services"", she said.","""Ni uamuzi wa kibinafsi kutoa chanjo, lakini upatikanaji ni muhimu sana kwa watu wengi hapa ambao wanaishi mbali na huduma"", alisema."
PSA_00077,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}",Others were drawn by the convenience and access to the vaccination.,Wengine walivutiwa na urahisi na ufikiaji wa chanjo.
PSA_00078,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","""I came to pray and heard that a team was outside the mosque and that I could be vaccinated,"" Salim, a 42-year father of two who lives in Kisauni, Mombasa, said.","""Nilikuja kusali na nikasikia kwamba timu ilikuwa nje ya msikiti na kwamba ningeweza kuchanjwa,"" Salim, baba wa watoto wawili wa miaka 42 anayeishi Kisauni, Mombasa, alisema."
PSA_00079,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}",He made up his mind right there to be vaccinated.,Aliamua hapo hapo kuchanjwa.
PSA_00080,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Another, Omar, heard the announcement for vaccination at prayer at the Swalihini Mosque, Mombasa and made up his mind to go for it.","Mwingine, Omar, alisikia tangazo la chanjo katika swala katika Msikiti wa Swalihini, Mombasa na akaamua kwenda kulipokea."
PSA_00081,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","He said while he had nothing against vaccination, he had not found time to visit the nearest health facility.","Alisema ingawa hakuwa na chochote dhidi ya chanjo, hajapata muda wa kutembelea kituo cha afya kilicho karibu naye."
PSA_00082,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","""It is hard for people like me without a regular job to go line-up in order to be vaccinated.","""Ni vigumu kwa watu kama mimi bila kazi ya kawaida kuingia kwenye mstari ili kupata chanjo."
PSA_00083,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","""Before you know it, several messages are on your phone and neighbours and relatives reinforce those messages so you don't go to for vaccination"", another said.","""Kabla ya kujua, jumbe kadhaa ziko kwenye simu yako na majirani na jamaa huimarisha jumbe hizo ili usiende kupata chanjo"", mwingine alisema."
PSA_00084,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Others think, the health information should have been left to religious leaders who are better trusted.","Wengine wanafikiri, taarifa za afya zilipaswa kuachiwa viongozi wa kidini ambao wanaaminika zaidi."
PSA_00085,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Technology in use for registration before vaccination is a great asset for data compilation but with surged numbers, more solutions will support the efforts to reach more people through the Chanjo Platform.","Teknolojia inayotumika kwa ajili ya usajili kabla ya chanjo ni nyenzo nzuri kwa utungaji wa data lakini kwa kuwa na nambari nyingi, masuluhisho zaidi yataunga mkono juhudi za kuwafikia watu wengi zaidi kupitia Mfumo wa Chanjo."
PSA_00086,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}",Some found solutions in facilitation of extra teams to input information in the system in order to avoid backlogs and use of support from neighbours and family to pre-register vaccines before getting to the vaccination site.,Baadhi walipata suluhu katika kuwezesha timu za ziada za kuingiza taarifa kwenye mfumo ili kuepuka mrundikano na matumizi ya usaidizi kutoka kwa majirani na familia kusajili chanjo mapema kabla ya kufika kwenye tovuti ya chanjo.
PSA_00087,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","We shall each make effort to reach at least 10 people who are not vaccinated and so that we can all be safe,"" members told the chief.","Kila mmoja wetu atafanya juhudi kufikia angalau watu 10 ambao hawajachanjwa na ili sote tuwe salama,"" wanachama walimweleza chifu."
PSA_00088,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Assistant chief Jeremiah Machache of Majaoni, Shanzu, says more people are embracing healthy behavior change and agreeing to vaccinate to protect themselves and others.","Msaidizi wa chifu Jeremiah Machache wa Majaoni, Shanzu, anasema watu wengi zaidi wanakumbatia mabadiliko ya tabia kiafya na kukubali kuchanja ili kujikinga na wengine."
PSA_00089,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Increasingly, the example by leaders like him who have vaccinated, wears masks and insists on keeping distance rubs off on the 14,000-members of community.","Kwa kuongezeka, mfano wa viongozi kama yeye ambao wamechanja, huvaa vinyago na kusisitiza kuwaweka mbali watu 14,000 wa jamii."
PSA_00090,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/valuable-community-response-lessons-2022"", ""detected_lang"": ""en""}","Overall, the WHO Kenya 10-day and follow-up support raised vaccination numbers by an estimate 300,000.","Kwa jumla, usaidizi wa WHO Kenya wa siku 10 na ufuatiliaji uliongeza idadi ya chanjo kwa makadirio 300,000."
PSA_00091,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/strengthening-clinical-care-high-consequence-infectious-diseases-east-africa"", ""detected_lang"": ""en""}","World Health Organization supported this effort through technical guidance, coordination and the strengthening of regional networks, helping to ensure that clinical capacity continues to grow across countries and is sustained between outbreaks.","Shirika la Afya Ulimwenguni liliunga mkono juhudi hizi kupitia mwongozo wa kiufundi, uratibu na uimarishaji wa mitandao ya kikanda, kusaidia kuhakikisha kwamba uwezo wa kimatibabu unaendelea kukua katika nchi zote na unadumishwa kati ya milipuko."
PSA_00092,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/strengthening-clinical-care-high-consequence-infectious-diseases-east-africa"", ""detected_lang"": ""en""}",The next phase is to ensure that every patient benefits from the same standard of high-quality care.,Awamu inayofuata ni kuhakikisha kwamba kila mgonjwa ananufaika na kiwango sawa cha utunzaji wa hali ya juu.
PSA_00093,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/behind-scenes-ebola-disease-outbreak-response"", ""detected_lang"": ""en""}","""I need to ensure that the cargo leaving for the Democratic Republic of the Congo is well taken care of and loaded in a clear way so that it may not be damaged,"" says Oloo.","“Nahitaji kuhakikisha kuwa mizigo inayoondoka kuelekea Jamhuri ya Kidemokrasia ya Kongo inatunzwa vyema na kupakiwa kwa njia inayoeleweka ili isiharibike,” anasema Oloo."
PSA_00094,Health,[Placeholders],WHO Regional Office for Africa,"{""url"": ""https://www.afro.who.int/countries/kenya/news/who-and-kenya-hand-over-theatre-beds-and-cancer-equipment-strengthen-maternal-and-womens-health"", ""detected_lang"": ""en""}","He added that a resilient health system must support women across the life course, not only during pregnancy and childbirth, central to the government's commitment to Universal Health Coverage.","Aliongeza kuwa mfumo dhabiti wa afya lazima usaidie wanawake katika kipindi chote cha maisha, sio tu wakati wa ujauzito na kuzaa, kiini cha dhamira ya serikali ya Huduma ya Afya kwa Wote."
PSA_00095,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2080533563401740495"", ""platform"": ""X/Twitter"", ""media"": ""https://pbs.twimg.com/media/HN-KP84WoAAIGdR?format=jpg&name=small""}","Self-care isn't selfish; it's survival, strength, and showing up for yourself. Every choice to protect your health is a quiet act of power for you, and for the people who count on you. This International Self-Care Day, choose yourself. Take the walk. Book the check-up. Ask the questions. Rest when you need to. Choose one healthy habit today — and let it be the beginning of many. Your health is worth your time.","Kujitunza si choyo; ni usalama, nguvu, na kujisimamisha. Kila uchaguzi wa kulinda afya yako ni kitendo cha kimya cha mamlaka kwako na kwa watu wanaokutegemea. Siku hii ya Kujitunza Duniani, chagua nafsi yako. Tembea, panga uchunguzi wa afya, uliza maswali, na pumzika unapohitaji."
PSA_00096,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2081092205800788083"", ""platform"": ""X/Twitter"", ""media"": ""https://pbs.twimg.com/media/HOGGVLfXYAA_jv3?format=jpg&name=small""}","Here's a popular misconception we need to talk about. Inflatables don't keep children safe in the water. Inflatable armbands, neck floaties, and other inflatable toys tend to give a false sense of security. They can slip off, deflate, disrupt balance, and are not designed to prevent drowning. The real protection is constant, active adult supervision, always within arm's reach https://bit.ly/4yEIAgY DrowningPrevention WorldDrowningPreventionDay : Getty Images","Huu hapa ni ufahamu potofu unaofaa kuzungumziwa: Vifaa vya kupuliza hewa havimlindi mtoto majini. Vitambaa vya mikononi na vinyago vya kuogelea vinatoa usalama wa uongo. Vinaweza kuvuka, kupoteza upepo, na havijatengenezwa kuzuia kuzama. Ulinzi wa kweli ni usimamizi wa karibu wa mtu mzima wakati wote."
PSA_00097,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2080895831603835241"", ""platform"": ""X/Twitter"", ""media"": ""nan""}","DrowningPrevention Tip: Watch over children Whether it's a pool, a beach, a pond, or a bathtub, adult supervision is a MUST to keep the little ones safe. Remain vigilant & avoid distractions so that you can respond quickly if a child needs help https://bit.ly/4yEIAgY","Dokezo la Kuzuia Kuzama Majini: Waangalie watoto kwa karibu. Iwe ni kwenye bwawa la kuogelea, ufukweni, au bafuni, usimamizi wa mtu mzima ni LAZIMA ili kuwalinda watoto. Kaeni macho na muepuke vizuizi ili muweze kusaidia haraka mtoto anapohitaji msaada."
PSA_00098,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2081077034915074435"", ""platform"": ""X/Twitter"", ""media"": ""nan""}","Meet Taylor, a dedicated instructor from Ghana who trains lifeguards along Accra's bustling coasts. Every year, Ghana tragically loses over 1,000 people to drowning. But Ghana acted swiftly. A powerful national coalition - uniting the Ghana National Fire Service , Police , , Ambulance Service, and academic partners such as , — is now working to make the country's waters safer for everyone. Watch Taylor's story. DrowningPrevention WorldDrowningPreventionDay","Kutana na Taylor, mkufunzi aliyejitolea kutoka Ghana anayefunza waokoaji wa pwani. Kila mwaka Ghana hupoteza zaidi ya watu 1,000 kwa kuzama majini. Shirikisho la kitaifa sasa linafanya kazi kufanya maji kuwa salama kwa kila mtu."
PSA_00099,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2081016662090743899"", ""platform"": ""X/Twitter"", ""media"": ""nan""}","Learn how Thailand's ""Merit Maker"" DrowningPrevention strategy brought down drowning deaths in children under 15 by 67% since 2006. WorldDrowningPreventionDay",Jifunze jinsi Mbinu ya Thailand ya 'Merit Maker' ya Kuzuia Kuzama Majini ilivyopunguza vifo vya watoto chini ya miaka 15 kwa 67% tangu mwaka 2006.
PSA_00100,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2080775151260442762"", ""platform"": ""X/Twitter"", ""media"": ""https://pbs.twimg.com/media/HOBl-RgXYAA2FJu?format=jpg&name=small""}","It's WorldDrowningPreventionDay. Drowning claims more than 300,000 lives every year. That's 30 people drowning every hour. But this tragedy is largely preventable. DrowningPrevention = Save lives before the danger strikes https://bit.ly/4yEIAgY","Ni Siku ya Kuzuia Kuzama Majini Duniani. Kuzama majini kunagharimu zaidi ya maisha 300,000 kila mwaka—hiyo ni watu 30 kila saa. Lakini janga hili linaweza kuzuiwa. Mwe salama karibu na maji."
PSA_00101,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2080624112930574812"", ""platform"": ""X/Twitter"", ""media"": ""nan""}",Are you enjoying relaxing by the water this summer? Be safe around the water. Learn about drowning prevention tips.,"Je, unafurahia kupumzika karibu na maji msimu huu? Mwe salama karibu na maji na ujifunze dokezo za kuzuia kuzama majini."
PSA_00102,Health,[Placeholders],World Health Organization (WHO),"{""url"": ""https://x.com/WHO/status/2080926023642677353"", ""platform"": ""X/Twitter"", ""media"": ""nan""}",Too many people are still left unprotected around the water. But drowning is preventable. Here are some practical water safety tips.,Watu wengi bado hawajalindwa karibu na maji. Lakini kuzama majini kunaweza kuzuiwa. Hapa kuna dokezo za msingi za usalama wa majini.
