English,Kiswahili,Ekegusii,Domain
"The border went up by the valley of the son of Hinnom to the side of the Jebusite (also called Jerusalem) southward; and the border went up to the top of the mountain that lies before the valley of Hinnom westward, which is at the farthest part of the valley of Rephaim northward.",Kisha ukapanda kwa kufuata Bonde la Ben-Hinomu sambamba na mteremko wa kusini wa mji mkubwa wa Wayebusi (yaani Yerusalemu). Kutoka hapo ukapanda juu ya kilima magharibi ya Bonde la Hinomu mwisho wa ncha ya kaskazini mwa Bonde la Warefai.,"Erio rokagenderera gochia rikura ria mosinto o Hinomu, Irianyi y’egetunwa kia Yebusi, nao Yerusalemu. Magega y’ayio rogatiira gochia egetunwa igoro, ekio kerochie Rikura ria Hinomu, ensemo ya bosongo, sugusu y’ense omweremo ya Refaimu.",Religion
"The border extended from the top of the mountain to the spring of the waters of Nephtoah, and went out to the cities of Mount Ephron; and the border extended to Baalah (also called Kiriath Jearim);","Kutoka juu ya kilima mpaka ule ukaendelea hadi kwenye chemchemi ya maji ya Neftoa, ukatokea kwenye miji ya Mlima Efroni na kuteremka kuelekea Baala (yaani Kiriath-Yearimu).","Korwa egetunwa igoro orobebe rogatirimboka gochia ensoko ya Nefitoa, na korwa agwo rogaikera emechie ang’e negetunwa gia Efuroni. Agwo rokaonchoka gochia Baala, (noro Kiriati‐Yearimu),",Religion
"and the border turned about from Baalah westward to Mount Seir, and passed along to the side of Mount Jearim (also called Chesalon) on the north, and went down to Beth Shemesh, and passed along by Timnah;","Kisha ukapinda upande wa magharibi kutoka Baala hadi Mlima Seiri, ukafuatia sambamba mteremko wa kaskazini mwa Mlima Yearimu (yaani Kesaloni), ukaendelea chini hadi Beth-Shemeshi na kukatiza hadi Timna.","rogaetanana bosongo ya Baala gochia egetunwa gia Edomu, naende sugusu y’egetunwa kia Yearimu (nakio Kesaloni), na maate gochia Beti‐Semesi na rokabwatia Timuna.",Religion
"and the border went out to the side of Ekron northward; and the border extended to Shikkeron, and passed along to Mount Baalah, and went out at Jabneel; and the goings out of the border were at the sea.","Ukaelekea hadi kwenye mteremko wa kaskazini mwa Ekroni, ukageuka kuelekea Shikeroni, ukapita hadi Mlima Baala na kufika Yabineeli. Mpaka ule ukaishia baharini.","Orobebe rokagenderera gochia sugusu ase egetunwa gi’Ekironi, rokaonchoka gochia Sikironi, rokabwatia egetunwa kia Baala, naende rogaika Yabuneli, na omoerio rogaika Enyancha Enene,",Religion
The west border was to the shore of the great sea. This is the border of the children of Judah according to their families.,Mpaka wa magharibi ni pwani ya Bahari Kuu. Hii ndiyo mipaka ya watu wa Yuda kwa koo zao.,eyarenge orobebe rwa bosongo. Abanto be chiamate chia Yuda nabwo bamenyete ase orogongo orwo.,Religion
"He gave to Caleb the son of Jephunneh a portion among the children of Judah, according to the commandment of Yahweh to Joshua, even Kiriath Arba, named after the father of Anak (also called Hebron).","Kwa kufuata maagizo ya Bwana kwake, Yoshua alimpa Kalebu mwana wa Yefune sehemu katika Yuda: Kiriath-Arba, yaani Hebroni (Arba alikuwa baba wa zamani wa Anaki).","Kalebu, mosinto o Yefune, akaegwa orogongo rwaye ase egati y’abanto b’egesaku kia Yuda, buna Omonene achigete Yoshua. Akaegwa Kiriati‐Ariba, (nao Heburoni). Ariba nere orenge sokoro y’Anaki.",Religion
"Caleb drove out the three sons of Anak: Sheshai, and Ahiman, and Talmai, the children of Anak.","Kutoka Hebroni Kalebu alifukuza hao wana watatu wa Anaki, nao ni Sheshai, Ahimani na Talmai, wazao wa Anaki.","Kalebu agaseria abanto batato b’ororeria rw’Anaki korwa ase omochie oyio. Abanaki abwo nabwo aba: Sesai, na Ahimani, na Talimai.",Religion
He went up against the inhabitants of Debir: now the name of Debir before was Kiriath Sepher.,Kutoka hapo akaondoka kupigana dhidi ya watu walioishi Debiri (jina la Debiri hapo kwanza uliitwa Kiriath-Seferi).,Korwa agwo agatiira kogenda korwania abanto ba Debiri. (Kare omochie oyio nigo ore korokwa Kiriati‐Seferi).,Religion
"Caleb said, “He who strikes Kiriath Sepher, and takes it, to him I will give Achsah my daughter as wife.”","Kalebu akasema, “Nitamwoza binti yangu Aksa kwa mtu atakayeweza kupigana na kuteka Kiriath-Seferi.”","Kalebu akabora, “Onde bwensi oranyare kobua na koira omochie o Kiriati‐Seferi nimoe omoiseke one Asika, abe mokaye.”",Religion
"Othniel the son of Kenaz, the brother of Caleb, took it: and he gave him Achsah his daughter as wife.","Basi Othnieli mwana wa Kenazi, ndugu yake Kalebu, akauteka; hivyo Kalebu akamtoa Aksa binti yake aolewe naye.","Otinieli, mosinto o Kenasi, momura omwabo Kalebu, akaira omochie oyio, na Kalebu akamoa omoiseke oye, akaba mokaye.",Religion
"When she came, she had him ask her father for a field. She got off her donkey, and Caleb said, “What do you want?”","Siku moja Aksa alipokuja kwa Othnieli, alimsihi Othnieli amwombe baba yake, Kalebu, shamba. Aksa aliposhuka kutoka juu ya punda wake, Kalebu akamuuliza, “Je, wataka nikufanyie nini?”","Ekero Asika achete bw’Otinieli, akamobooria asabe ise amoe oboremo. Asika akaayerera goika korwa ase etigere igoro. Erio Kalebu akamobooria, “Inki otagete?”",Religion
"She said, “Give me a blessing. Because you have set me in the land of the South, give me also springs of water.” So he gave her the upper springs and the lower springs.","Akamjibu, “Naomba unifanyie jambo moja la hisani. Kwa kuwa umenipa ardhi huko Negebu, nipe pia chemchemi za maji.” Basi Kalebu akampa chemchemi za juu na za chini.","Asika akairaneria, “Nekeegwa ntagete, ekiagera ngwansogetie okang’ira ase ense enyomo ya Negebu. Ase ayio, ong’e chinsoko chi’amaache.” Kalebu akamoa chinsoko chia rogoro amo nechia maate.",Religion
This is the inheritance of the tribe of the children of Judah according to their families.,"Huu ndio urithi wa kabila la Yuda, ukoo kwa ukoo:",Oyo noro omwando bwe chiamate chi’egesaku kia Yuda.,Religion
"The farthest cities of the tribe of the children of Judah toward the border of Edom in the South were Kabzeel, Eder, Jagur,","Miji ya kusini kabisa ya kabila la Yuda katika Negebu kuelekea mpaka wa Edomu ilikuwa: Kabseeli, Ederi, Yaguri,","Emechie yabo eyarenge ensinyo kegima ya Irianyi ang’e norobebe rw’Edomu, nigo yarenge: Kabuseli, na Ederi, na Yaguri,",Religion
"Kinah, Dimonah, Adadah,","Kina, Dimona, Adada,","Na Kina, na Dimona, na Adada,",Religion
"Kedesh, Hazor, Ithnan,","Kedeshi, Hazori, Ithnani,","na Kedesi, na Hazori, na Itinani,",Religion
"Ziph, Telem, Bealoth,","Zifu, Telemu, Bealothi,","na Sifu, na Telemu, na Bealoti,",Religion
"Hazor Hadattah, Kerioth Hezron (also called Hazor),","Hazor-Hadata, Kerioth-Hezroni (yaani Hazori),","na Hasori‐Hadata, na Kerioti‐Hezironi (noro Hasari),",Religion
"Amam, Shema, Moladah,","Amamu, Shema, Molada,","na Amamu, na Sema, na Molada,",Religion
"Hazar Gaddah, Heshmon, Beth Pelet,","Hasar-Gada, Heshmoni, Beth-Peleti,","na Hasari‐Gada, na Hesimoni, na Beti‐Peleti,",Religion
"Hazar Shual, Beersheba, Biziothiah,","Hasar-Shuali, Beer-Sheba, Biziothia,","na Hasari‐Saulo, na Beeri‐Seba, na Bisiotia,",Religion
"Baalah, Iim, Ezem,","Baala, Iyimu, Esemu,","na Baala, na Iyimu, na Esemu,",Religion
"Eltolad, Chesil, Hormah,","Eltoladi, Kesili, Horma,","na Elitoladi, na Kesili, na Horima,",Religion
"Ziklag, Madmannah, Sansannah,","Siklagi, Madmana, Sansana,","na Sikilagi, na Madimana, na Sanisana,",Religion
"Lebaoth, Shilhim, Ain, and Rimmon. All the cities are twenty-nine, with their villages.","Lebaothi, Shilhimu, Aini na Rimoni; hiyo yote ni miji ishirini na tisa, pamoja na vijiji vyake.","na Lebaoti, na Silihimu, na Aini, na Rimoni, emechie emerongo ebere na kianda, amo nebichie biabo.",Religion
"In the lowland, Eshtaol, Zorah, Ashnah,","Kwenye shefela ya magharibi: Eshtaoli, Sora, Ashna,","Ase ense omweya nero Esitaoli, na Sora, na Asina,",Religion
"Zanoah, En Gannim, Tappuah, Enam,","Zanoa, En-Ganimu, Tapua, Enamu,","na Sanoa, na Eni‐Ganimu, na Tapua, na Enamu,",Religion
"Jarmuth, Adullam, Socoh, Azekah,","Yarmuthi, Adulamu, Soko, Azeka,","na Yarimuti, na Adulamu, na Soko, na Aseka,",Religion
"Shaaraim, Adithaim and Gederah (or Gederothaim); fourteen cities with their villages.","Shaaraimu, Adithaimu na Gedera (au Gederothaimu); yote ni miji kumi na minne, pamoja na vijiji vyake.","na Saaraimu, na Aditaimu, na Gedera, na Gederotaimu, emechie ikomi na ene, amo nebichie biabo.",Religion
"Zenan, Hadashah, Migdal Gad,","Senani, Hadasha, Migdal-Gadi,","Naende yarengeo Senani, na Hadasa, na Migidali‐Gadi,",Religion
"Dilean, Mizpah, Joktheel,","Dileani, Mispa, Yoktheeli,","na Diliani, na Misipe, na Yokiteli,",Religion
"Lachish, Bozkath, Eglon,","Lakishi, Boskathi, Egloni,","na Lakisi, na Bosikati, na Egiloni,",Religion
"Cabbon, Lahmam, Chitlish,","Kaboni, Lamasi, Kitlishi,","na Kaboni, na Lamasi, na Kitilisi,",Religion
"Gederoth, Beth Dagon, Naamah, and Makkedah; sixteen cities with their villages.","Gederothi, Beth-Dagoni, Naama na Makeda; yote ni miji kumi na sita pamoja na vijiji vyake.","na Gederoti, na Beti‐Dagoni, na Naama, na Makeda, emechie ikomi, na etano nomo, amo nebichie biabo.",Religion
"Libnah, Ether, Ashan,","Libna, Etheri, Ashani,","Naende yarengeo Libuna, na Eteri, na Asani,",Religion
"Iphtah, Ashnah, Nezib,","Yifta, Ashna, Nesibu,","na Yifuta, na Asina, na Nesibu,",Religion
"Keilah, Achzib, and Mareshah; nine cities with their villages.","Keila, Akzibu na Maresha; yote ni miji tisa pamoja na vijiji vyake.","na Keila, na Akisibu, na Maresa, emechie kianda, amo nebichie biabo.",Religion
"Ekron, with its towns and its villages;","Ekroni, pamoja na viunga vyake na vijiji vyake;","Norengeo Ekironi, amo nemechie na ebichie biaye;",Religion
"from Ekron even to the sea, all that were by the side of Ashdod, with their villages.","magharibi ya Ekroni, maeneo yote yaliyokuwa karibu na Ashdodi, pamoja na vijiji vyake;","na korwa Ekironi gochia Enyancha Enene emechie yonsi yarengeo ensemo y’Asidodi, amo nebichie biaye.",Religion
"Ashdod, its towns and its villages; Gaza, its towns and its villages; to the brook of Egypt, and the great sea with its coastline.","Ashdodi, miji yake na vijiji vyake na Gaza viunga vyake na vijiji vyake, hadi kufikia Kijito cha Misri na Pwani ya Bahari Kuu.","Naende yarengeo Asidoli na Gasa amo nemechie na ebichie biabo, goika orooche orore orobebe rwa Misiri, naende goika engegu y’Enyancha Enene.",Religion
"In the hill country, Shamir, Jattir, Socoh,","Katika nchi ya vilima: Shamiri, Yatiri, Soko,","Na ase ense y’ebitunwa nigo yarengeo: Samiri, na Yatiri, na Soko,",Religion
"Dannah, Kiriath Sannah (which is Debir),","Dana, Kiriath-Sana (yaani Debiri),","na Dana, na Kiriati‐Sana (noro Debiri),",Religion
"Anab, Eshtemoh, Anim,","Anabu, Eshtemoa, Animu,","na Anabu, na Esitemoa, na Animu,",Religion
"Goshen, Holon, and Giloh; eleven cities with their villages.","Gosheni, Holoni na Gilo; miji kumi na mmoja pamoja na vijiji vyake.","na Goseni, na Holoni, na Gilo, emechie ikomi nomo, amo nebichie biabo.",Religion
"Arab, Dumah, Eshan,","Arabu, Duma, Ashani,","Naende yarengeo Arabu, na Duma, na Esani,",Religion
"Janim, Beth Tappuah, Aphekah,","Yanimu, Beth-Tapua, Afeka,","na Yanumu, na Beti‐Tapua, na Afeka,",Religion
"Humtah, Kiriath Arba (also called Hebron), and Zior; nine cities with their villages.","Humta, Kiriath-Arba (yaani Hebroni), na Siori; miji tisa pamoja na vijiji vyake.","na Humuta, na Kiriati‐Ariba (noro Heburoni), na Sihori, emechie kianda, amo nebichie biabo.",Religion
"Maon, Carmel, Ziph, Jutah,","Maoni, Karmeli, Zifu, Yuta,","Naende yarengeo Maoni, na Karimeli, na Sifu, na Yuta,",Religion
"Jezreel, Jokdeam, Zanoah,","Yezreeli, Yokdeamu, Zanoa,","na Yesireeli, na Yokidamu, na Sanoa,",Religion
"Kain, Gibeah, and Timnah; ten cities with their villages.","Kaini, Gibea na Timna; miji kumi pamoja na vijiji vyake.","na Kaini, na Gibea, na Timuna, emechie ikomi, amo nebichie biabo.",Religion
"Halhul, Beth Zur, Gedor,","Halhuli, Beth-Suri, Gedori,","Naende yarengeo Halihuli, na Beti‐Suri, na Gedori,",Religion
"Maarath, Beth Anoth, and Eltekon; six cities with their villages.","Maarathi, Beth-Anothi na Eltekoni; miji sita pamoja na vijiji vyake.","na Maarati, na Beti‐Anoti, na Elitekoni, emechie etano nomo, amo nebichie biabo.",Religion
"Kiriath Baal (also called Kiriath Jearim), and Rabbah; two cities with their villages.",Kiriath-Baali (yaani Kiriath-Yearimu) na Raba; miji miwili pamoja na vijiji vyake.,"Naende yarengeo Kiriati‐Baali (noro Kiriati‐Yearimu), na Raba, emechie ebere, amo nebichie biabo.",Religion
"In the wilderness, Beth Arabah, Middin, Secacah,","Huko jangwani: Beth-Araba, Midini, Sekaka,","Na aria ase erooro nigo yarengeo: Beti‐Araba, na Midini, na Sekaka,",Religion
"Nibshan, the City of Salt, and En Gedi; six cities with their villages.","Nibshani, Mji wa Chumvi, na En-Gedi; miji sita pamoja na vijiji vyake.","na Nibusani, na Omochie bw’Omonyoo, na Eni‐Gedi, emechie etano nomo, amo nebichie biabo.",Religion
"As for the Jebusites, the inhabitants of Jerusalem, the children of Judah couldn’t drive them out; but the Jebusites live with the children of Judah at Jerusalem to this day.","Yuda hakuweza kuwafukuza Wayebusi, waliokuwa wakiishi Yerusalemu; hadi leo Wayebusi huishi huko pamoja na watu wa Yuda.","Korende Abayuda tibanyarete goseria Abayebusi, abamenyete Yerusalemu. Ase igo Abayebusi nigo bamenyete amo n’Abayuda goika reero iga.",Religion
"The lot came out for the children of Joseph from the Jordan at Jericho, at the waters of Jericho on the east, even the wilderness, going up from Jericho through the hill country to Bethel.","Mgawanyo wa Yosefu ulianzia Yordani ya Yeriko, mashariki mwa miji ya Yeriko na kutoka hapo ulipanda kupitia jangwani na kuingia katika nchi ya vilima ya Betheli.","Orobebe rw’orogongo roria obomera bwagwerete ororeria rwa Yusufu rogaachakera orooche rwa Yorodani, ang’e na Yeriko, moocha ye chinsoko chi’aroro goika erooro, rogatiira korwa Yeriko goetera ase erooro gochia ase ense y’ebitunwa ya Beteli.",Religion
"It went out from Bethel to Luz, and passed along to the border of the Archites to Ataroth;","Ukaendelea kutoka Betheli (ndiyo Luzu), ukavuka kuingia eneo la Waariki huko Atarothi,","Korwa Beteli rokagenda Lusu, rogatiira gochia Ataroti ase Abaariki bamenyete.",Religion
"and it went down westward to the border of the Japhletites, to the border of Beth Horon the lower, and on to Gezer; and ended at the sea.","ukateremkia kuelekea magharibi hadi eneo la Wayafleti ukienea hadi eneo la Beth-Horoni ya Chini hadi Gezeri, ukiishia baharini.","Erio rogatirimboka gochia ase ense y’Abayafeleti goika Beti‐Horoni ya maate, na goika Geseri, naende rogatwomera Enyancha Enene.",Religion
"The children of Joseph, Manasseh and Ephraim, took their inheritance.","Kwa hiyo Manase na Efraimu, wazao wa Yosefu, walipokea urithi wao.","Orogongo orwo narwo omwando bw’ebisaku bia Manase na Efraimu, ebi’ororeria rwa Yusufu.",Religion
"This was the border of the children of Ephraim according to their families. The border of their inheritance eastward was Ataroth Addar, to Beth Horon the upper.","Hili ndilo lilikuwa eneo la Efraimu, ukoo kwa ukoo: Mpaka wa urithi wao ulianzia Ataroth-Adari upande wa mashariki hadi Beth-Horoni ya Juu,","Oro narwo orogongo rwe chiamate chi’egesaku gi’Efraimu: Orobebe rwabo rwa moocha rogaachakeera Ataroti‐Adari, rokagenderera goika Beti‐Horoni ya rogoro,",Religion
"The border went out westward at Michmethath on the north. The border turned about eastward to Taanath Shiloh, and passed along it on the east of Janoah.","na kuendelea mpaka baharini. Kutoka Mikmeta upande wa kaskazini ulipinda kuelekea mashariki hadi Taanath-Shilo, ukiupita hadi Yanoa upande wa mashariki.","na korwa aroro goika Enyancha Enene. Mikimetati noro orenge orobebe rw’ensemo ya sugusu. Korwa Mikimetati orobebe rokaonchoka gochia moocha, rogaika Taanati‐Silo, rogaeta ase omochie oyio, rokagenderera gochia moocha, rogaika Yanoa.",Religion
"It went down from Janoah to Ataroth, to Naarah, reached to Jericho, and went out at the Jordan.","Kisha uliteremka kutoka Yanoa hadi Atarothi na Naara, ukagusa Yeriko na kutokea katika Mto Yordani.","Korwa Yanoa rogatirimboka gochia Ataroti na Naara, erio rogatwomera Yeriko, na korwa aroro rogaika Yorodani.",Religion
From Tappuah the border went along westward to the brook of Kanah; and ended at the sea. This is the inheritance of the tribe of the children of Ephraim according to their families;,"Kutoka Tapua mpaka ulikwenda magharibi hadi Bonde la Kana na kuishia baharini. Huu ulikuwa ndio urithi wa kabila la Waefraimu, ukoo kwa ukoo.","Korwa Tapua rokagenderera gochia bosongo, rogaika akarooche ga Kana, naende rogaika Enyancha Enene ase rwatwomerete. Oro narwo orogongo chiamate chi’ebisaku bi’Efraimu chianyorete, rokaba omwando obo,",Religion
"together with the cities which were set apart for the children of Ephraim in the middle of the inheritance of the children of Manasseh, all the cities with their villages.",Pia ulijumuisha miji yote na vijiji vyake ambavyo vilitengwa kwa ajili ya Waefraimu ndani ya urithi wa kabila la Manase.,"amo nemechie na ebichie barabwo baatananeretwe, ebiarenge ase orogongo rw’egesaku kia Manase.",Religion
"They didn’t drive out the Canaanites who lived in Gezer; but the Canaanites dwell in the territory of Ephraim to this day, and have become servants to do forced labor.",Hawakuwatoa Wakanaani waishio Gezeri; mpaka leo Wakanaani wanaishi miongoni mwa watu wa Efraimu lakini wanatakiwa kufanya kazi ngumu za kulazimishwa.,"Korende barabwo tibaseretie Abakaanani abwo bamenyete Geseri. Ase ayio Abakaanani nao bamenyete amo n’Abaefraimu, naboigo nao bare nonya ngoika reero iga. Korende mbakoretwe bakaba abasomba babo bogokora emeremo emekong’u.",Religion
"This was the lot for the tribe of Manasseh, for he was the firstborn of Joseph. As for Machir the firstborn of Manasseh, the father of Gilead, because he was a man of war, therefore he had Gilead and Bashan.","Huu ndio mgawo wa kabila la Manase kama mzaliwa wa kwanza wa Yosefu, yaani kwa ajili ya Makiri, mzaliwa wa kwanza wa Manase. Makiri alikuwa baba wa Wagileadi, ambao walipokea Gileadi na Bashani kwa sababu Wamakiri walikuwa askari wakuu.","Orogongo oro narwo rwaetwe egesaku kia Manase, omwana omomura omotangi o Yusufu ase ogoakerwa obomera, Makiri, ise Gileadi, nigo arenge omwana omomura omotangi o Manase. Ororeria rwaye rokaegwa Gileadi na Basani, ekiagera Makiri nigo arenge omonto etuoni y’esegi.",Religion
"So this was for the rest of the children of Manasseh according to their families: for the children of Abiezer, for the children of Helek, for the children of Asriel, for the children of Shechem, for the children of Hepher, and for the children of Shemida. These were the male children of Manasseh the son of Joseph according to their families.","Kwa hiyo mgawo huu ulikuwa kwa ajili ya watu wa Manase waliokuwa wamebaki, ambao ni koo za Abiezeri, Heleki, Asirieli, Shekemu, Heferi na Shemida. Hawa ndio wanaume wale wengine wa uzao wa Manase mwana wa Yosefu kwa koo zao.","Abanto be chiamate chinde chi’egesaku kia Manase bakaegwa chingongo chiabo. Aba nabwo barenge b’ororeria rw’Abieseri na Heleki, na Asirieli, na Sekemu, na Heferei, na Shemida. Aba nabwo abamura b’ororeria rwa Manase, mosinto o Yusufu, naende barenge abateneneri be chiamate chiabo.",Religion
"But Zelophehad, the son of Hepher, the son of Gilead, the son of Machir, the son of Manasseh, had no sons, but daughters. These are the names of his daughters: Mahlah, Noah, Hoglah, Milcah, and Tirzah.","Basi Selofehadi mwana wa Heferi, mwana wa Gileadi, mwana wa Makiri, mwana wa Manase hakuwa na wana waume ila mabinti tu, ambao majina yao yalikuwa Mahla, Noa, Hogla, Milka na Tirsa.","Korende Selofehadi, mosinto o Heferi, o Gileadi, o Makiri, o Manase, taiborete abana abamura, otatiga abaiseke boka. Amarieta ’abaiseke aba naro aya: Mala, na Nuhu, na Hogila, na Milka, na Tirisa.",Religion
"They came to Eleazar the priest, and to Joshua the son of Nun, and to the princes, saying, “Yahweh commanded Moses to give us an inheritance among our brothers.” Therefore according to the commandment of Yahweh he gave them an inheritance among the brothers of their father.","Wakamwendea kuhani Eleazari, Yoshua mwana wa Nuni, na viongozi, wakasema: “Bwana alimwagiza Mose atupatie urithi miongoni mwa ndugu zetu.” Kwa hiyo Yoshua akawapa urithi pamoja na ndugu wa baba yao, kufuatana na agizo la Bwana.","Barabwo bakagenda ase Eleazari, Omokuani, na Yoshua, mosinto o Nuni, na ase abatang’ani abanene, bakaboora, “Omonene nachigete Musa ng’a intwe toegwe orogongo ororabe omwando oito ase egati y’abaminto.” Ase ayio bakaegwa omwando ase egati y’abamwabo ise, buna Omonene achigete.",Religion
"Ten parts fell to Manasseh, in addition to the land of Gilead and Bashan, which is beyond the Jordan;","Fungu la Manase lilikuwa na sehemu kumi za nchi, licha ya Gileadi na Bashani mashariki mwa Yordani,","Ase igo abanto ba Manase bakaegwa chinsemo ikomi, amo nense eria ya Gileadi, na Basani, ng’umbu ya Yorodani,",Religion
because the daughters of Manasseh had an inheritance among his sons. The land of Gilead belonged to the rest of the sons of Manasseh.,kwa sababu wale binti za kabila la Manase walipokea urithi miongoni mwa wana wa kiume. Nchi ya Gileadi ilikuwa mali ya wazao wa Manase waliobaki.,ekiagera abaiseke abwo b’ororeria rwa Manase nigo baetwe omwando ase egati y’abamura b’orororeria rwaye. Abana bande b’ororeria rwa Manase konya baeirwe ense ya Gileadi.,Religion
"The border of Manasseh was from Asher to Michmethath, which is before Shechem. The border went along to the right hand, to the inhabitants of En Tappuah.",Eneo la Manase lilienea kuanzia Asheri hadi Mikmeta mashariki mwa Shekemu. Mpaka ule ulielekea upande wa kusini kutoka pale kujumuisha watu walioishi En-Tapua.,"Orogongo rwa Manase rogaachakera Aseri, rogaika Mikemetati, moocha ya Sekemu. Erio rokagenda gochia Irianyi ase abanto b’Eni‐Tapua.",Religion
The land of Tappuah belonged to Manasseh; but Tappuah on the border of Manasseh belonged to the children of Ephraim.,"(Nchi ya Tapua ilikuwa mali ya Manase, lakini Tapua yenyewe iliyo mpakani mwa nchi ya Manase ilikuwa ya Waefraimu.)","(Ense ya Tapua neya Manase yarenge, korende omochie o Tapua, ase orobebe rwa Manase, okaegwa Efraimu.)",Religion
"The border went down to the brook of Kanah, southward of the brook. These cities belonged to Ephraim among the cities of Manasseh. The border of Manasseh was on the north side of the brook, and ended at the sea.","Kisha mpaka ule uliendelea kuelekea kusini hadi Bonde la Kana. Kulikuwepo miji ya Efraimu iliyokuwa miongoni mwa miji ya Manase, lakini mpaka wa Manase ulikuwa upande wa kaskazini wa lile bonde na kuishia kwenye bahari.","Erio orobebe rogatirimboka gochia akarooche ga Kana. Emechie yarenge Irianyi y’akarooche aka neya Efraimu, nonya yarenge ase orogongo rwa Manase. Orobebe rwa Manase rokagenderera goika sugusu y’akarooche, rogatwomera Enyancha Enene.",Religion
"Southward it was Ephraim’s, and northward it was Manasseh’s, and the sea was his border. They reached to Asher on the north, and to Issachar on the east.","Nchi ya kusini ilikuwa ya Efraimu, na ile iliyokuwa upande wa kaskazini ilikuwa ya Manase. Eneo la Manase lilifika bahari na ikapakana na Asheri upande wa kaskazini, na Isakari upande wa mashariki.","Ensemo ya Irianyi nense y’Efraimu, na ensemo ya sugusu neya Manase yarenge. Enyancha Enene nero yarenge orobebe rwabo ensemo ya bosongo. Ensemo ya sugusu bagasinyana nabaanto b’Aseri, na ensemo ya moocha naba Isakaru.",Religion
"Manasseh had three heights in Issachar, in Asher Beth Shean and its towns, and Ibleam and its towns, and the inhabitants of Dor and its towns, and the inhabitants of Endor and its towns, and the inhabitants of Taanach and its towns, and the inhabitants of Megiddo and its towns.","Katika Isakari na Asheri Manase alikuwa na miji pia: Beth-Shani, Ibleamu na watu wa Dori, Endori, Taanaki na Megido, pamoja na vijiji vyote vinavyohusika na miji hiyo (ya tatu katika orodha ni Nafothi).","Ase orogongo rwa Isakaru na orw’Aseri Manase akaegwa Beti‐Sehani, na Ibileamu, amo nebichie biabo. Naende akaegwa abanto ba Dori, na Eni‐Dori, na Taanaki, na Megido, amo nebichie b’emechie eyio, na Nafati, ensemo ya gatato.",Religion
Yet the children of Manasseh couldn’t drive out the inhabitants of those cities; but the Canaanites would dwell in that land.,"Lakini Wamanase hawakuweza kuimiliki miji hii, kwa kuwa Wakanaani walikazana kuishi katika maeneo hayo.",Abanto ba Manase tibanyarete goseria Abakanaani b’emechie eyio. Ase igo Abakanaani bakagenderera komenya ase ense eria.,Religion
"When the children of Israel had grown strong, they put the Canaanites to forced labor, and didn’t utterly drive them out.","Hata hivyo, Waisraeli walivyoendelea kupata nguvu waliwatumikisha Wakanaani na kuwatia katika kazi za kulazimishwa, lakini hawakuwafukuza kabisa.","Ekero Abaisraeli babete ne chinguru kobua bakaa Abakaanani baria emeremo emekong’u, korende tibaabaseretie kegima.",Religion
"The children of Joseph spoke to Joshua, saying, “Why have you given me just one lot and one part for an inheritance, since we are a numerous people, because Yahweh has blessed us so far?”","Watu wa Yosefu wakamwambia Yoshua, “Kwa nini umetupa sisi mgawo mmoja tu na sehemu moja tu kuwa urithi? Sisi tu watu wengi sana, na Bwana ametubariki kwa wingi.”","Abanto b’egesaku kia Yusufu bagakwana na Yoshua, bakamoteebia, “Nase ki gwatoeire ensemo eyemo yoka ebe omwando oito? Intwe nigo tore abanto abange, ekiagera Omonene otosesenirie.”",Religion
"Joshua said to them, “If you are a numerous people, go up to the forest, and clear land for yourself there in the land of the Perizzites and of the Rephaim, since the hill country of Ephraim is too narrow for you.”","Yoshua akajibu, “Kama ninyi ni wengi sana, na kama nchi ya vilima ya Efraimu ni ndogo sana kwenu, pandeni msituni mkafyeke eneo kwa ajili yenu wenyewe huko kwenye nchi ya Waperizi na Warefai.”","Yoshua akabairaneria, “Onye more abange igo, na ensemo y’ebitunwa bi’Efraimu tebaisaini, tiira gochia rinani, morirabie, na momenye aroro ase ense y’Abaperisi na ey’Abarefai.”",Religion
"The children of Joseph said, “The hill country is not enough for us. All the Canaanites who dwell in the land of the valley have chariots of iron, both those who are in Beth Shean and its towns, and those who are in the valley of Jezreel.”","Watu wa Yosefu wakajibu, “Hiyo nchi ya vilima haitutoshi, nao Wakanaani wote wanaoishi katika tambarare wanayo magari ya vita ya chuma, wote wa Beth-Shani na miji yake, na wale walio katika Bonde la Yezreeli.”","Barabwo bakairaneria, “Ense eria y’ebitunwa tegotoisana, na Abakanaani abamenyete ase ense omweya nigo babwate chigari chi’ebioma, abwo bamenyete Beti‐Sehani na ebichie bire inse yabo, amo nabwo bamenyete ase ense omweremo ya Yesireeli boigo.”",Religion
"Joshua spoke to the house of Joseph, that is, to Ephraim and to Manasseh, saying, “You are a numerous people, and have great power. You shall not have one lot only;","Lakini Yoshua akanena na nyumba ya Yosefu, yaani Efraimu na Manase: “Ninyi ni wengi sana na wenye nguvu sana. Hamtakuwa na mgawo mmoja tu,","Yoshua agateebia abanto b’ebisaku bi’Efraimu na Manase (abw’ororeria rwa Yusufu), “Amaene, inwe nabaanto abange more, naende nigo more ne chinguru. Ase ayio, ensemo eyemo yoka tekobaisana ase okomenya.",Religion
