concept_id,Kiswahili,Ekegusii,source
124854,“Efraimu anajichanganya na mataifa; Efraimu ni mkate ambao haukuiva.,“Abaefraimu bochoganire nabaanto b’ebisaku. Nigo banga buna omogati otaonchoiri kogekeire.,Trilingual-Bible
121482,"Bwana atakuongoza siku zote, atayatosheleza mahitaji yako katika nchi kame, naye ataitia nguvu mifupa yako. Utakuwa kama bustani iliyonyweshwa vizuri, kama chemchemi ambayo maji yake hayakauki kamwe.","Igo Omonene nakoraae kogenderera botambe, nagoisanekie n’ebinto ebiya, nakong’ie amauga ’omobere oo, naye obe buna omogondo ogoitororerwa amaache, na buna ensoko y’amaache etari gokama.",Trilingual-Bible
128138,"Ndipo Yesu akawaambia, “Jihadharini! Jilindeni na aina zote za choyo. Kwa maana maisha ya mtu hayatokani na wingi wa mali alizo nazo.”","Akabateebia, “Rigereria, erende korwa ase okogania okobe, ekiagera obogima bw’omonto tibori ase obonge bw’enibo yaye abwate.”",Trilingual-Bible
109345,"Aliinama miguuni pa Yaeli, akaanguka; akalala hapo. Pale alipoinama miguuni pake, alianguka; pale alipoinamia, ndipo alipoanguka, akiwa amekufa.","Sisera akeringa akagwa inse, akagwa inse ase amagoro a Yaeli, akarambereria inse ase amagoro aye, agwo ase agwete agakwa.",Trilingual-Bible
125193,"“Siku ya Bwana iko karibu kwa mataifa yote. Kama ulivyofanya, nawe utafanyiwa vivyo hivyo, matendo yako yatakurudia juu ya kichwa chako.","Rituko ri’Omonene ng’ang’e rire gochera abanto b’ebisaku bionsi. Buna mwabeire mogokora, naboigo nainwe morakorerwe. Ogokora kwaino nkobairanere inwe abanyene.",Trilingual-Bible
122994,"Kwa uchungu, hulia sana usiku, machozi yapo kwenye mashavu yake. Miongoni mwa wapenzi wake wote hakuna yeyote wa kumfariji. Rafiki zake wote wamemsaliti, wamekuwa adui zake.","Nigo okorera nobororo botuko bokia, na amariga nigo agoiteka ase chimboto chiaye; ase abanchi baye bonsi onde tari okomoremia; abasani baye bamong’ainire, babeire ababisa baye.",Trilingual-Bible
101766,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma nyuma yechitariki 15 omotienyi 3,PSA
118463,"Lakini wewe, Ee Bwana Mwenyezi, unitendee wema kwa ajili ya jina lako, uniokoe kwa wema wa pendo lako.","Korende aye Nyasae, Omonene one, ondwanerere ase engencho y’erieta riao, intoorie, ekiagera obwanchani bwao bwa botambe nigo bore obuya.",Trilingual-Bible
112350,"Elisha mtu wa Mungu aliposikia kwamba mfalme wa Israeli alikuwa amerarua mavazi yake, akamtumia ujumbe huu: “Kwa nini umerarua mavazi yako? Mwamuru mtu huyo aje kwangu, naye atajua ya kuwa yuko nabii katika Israeli.”","Korende Elisha, omonto oria o Nyasae, akaigwa ng’a omorwoti bw’Abaisraeli otandoire chianga chiaye, agatoma omonto ase omorwoti amotebie: “Ninki kiagera aye gwatandora chianga chiao? Tiga omonto oyio achiche ase ’nde, erio nario aramanye ng’a omobani nare ase Abaisraeli.”",Trilingual-Bible
128078,“Kwa hiyo nawaambia: Ombeni nanyi mtapewa; tafuteni nanyi mtapata; bisheni nanyi mtafunguliwa mlango.,"Na inche nkobateebia nde inwe: Saba, namoegwe; rigia, namonyore; tura, namoigorerwe.",Trilingual-Bible
100265,"Maadhimisho ya kiraia yaliwakumbuka waathiriwa wa maandamano ya Saba Saba, yakiangazia malalamiko kuhusu kesi za ukatili wa polisi ambazo hazijatatuliwa.","Rituko riokoinyoro ogokwa kwa baria bare korobererekana ria Saba Saba, mabaorogotie ogotaisaneka igoro yobororo bwamanag'ana atarakwanerwa neserikari igoro buna abasikari batari gokora emeremo yabo koreng'ana namachiko ase abakorobererekana.",PSA
108799,"Hivyo Yoshua akalishinda eneo hilo lote, ikiwa ni pamoja na nchi ya vilima, na Negebu, na sehemu ya magharibi chini ya vilima, materemko ya milima, pamoja na wafalme wake wote. Hakubakiza mtu yeyote. Akaangamiza kabisa kila kitu chenye pumzi, kama vile Bwana, Mungu wa Israeli, alivyokuwa ameamuru.","Naboigo Yoshua akaira ense eria engima. Akabua na goita abarwoti bonsi b’ense y’ebitunwa, na eye Negebu, na ey’omwenya, na ey’ebitirimboko. Agaita abanto bonsi pi, tatigaretie nonya noyomo, buna achigetwe n’Omonene Nyasae bw’Abaisraeli.",Trilingual-Bible
123190,"Sikukutuma kwa mataifa mengi yenye maneno ya kutatiza na lugha ngumu ambao maneno yao hutayaelewa. Hakika ningekutuma kwa watu hao, wangekusikiliza.","Gose tindi kogotoma ase abanto b’ebisaku ebinge bagokwana emenwa emekong’u, abwo ogokwana kwabo otanyare komanya. Ekeene, onye narenge kogotoma gochia ase abanto buna abwo, nigo barenge gokoigwera.",Trilingual-Bible
107587,"Hakuna urithi uwezao kuhamishwa kutoka kabila moja kwenda kabila jingine, kwa kuwa kila kabila la Israeli litatunza nchi linayorithi.”","Ase ayio, nenyarekane ng’a omwando bw’egesaku ekemo tokonyara koirwa n’egesaku kende ekeao. Kera egesaku ase Abaisraeli ’nkenyare koegerera omwando oye ogetungetie.",Trilingual-Bible
116423,Hivyo Ayubu hufumbua kinywa chake kwa maneno yasiyo na maana; anaongea maneno mengi bila maarifa.”,"Ayio naro akogera aye Ayubu ogokwana amang’ana atari nengencho, nigo okomenta gokwana amang’ana atari ay’obong’aini.”",Trilingual-Bible
125865,"Nao wakaziungama dhambi zao, akawabatiza katika Mto Yordani.",Bakangama ebibe biabo erio bakabatiswa nere ase orooche rwa Yorodani.,Trilingual-Bible
121157,"Bwana asema, “Leta shauri lako. Toa hoja yako,” asema Mfalme wa Yakobo.","Omonene, Omorwoti bw’abaanto ba Yakobo, nigo agoteeba iga: Renta amang’ana aino, renta oborori bwaino botoenekerie.",Trilingual-Bible
130409,"Wakawaendea viongozi wa makuhani na wazee na kusema, “Tumejifunga pamoja kwa kiapo kwamba hatutakula wala kunywa mpaka tuwe tumemuua Paulo.","Barabwo bakagenda ase abakuani abanene na abagaaka, bakaboora: “Ntwatiananetie bokong’u ng’a titoria gento goika twaitire Paulo.",Trilingual-Bible
103099,"Lakini Bwana akamwadhibu Farao na nyumba yake kwa maradhi ya kufisha kwa sababu ya kumchukua Sarai, mke wa Abramu.","Korende Omonene akarenta amaakwa amanene ase Farao amo na abanto baye ase engencho ya Sarai, moka Aburamu.",Trilingual-Bible
107839,"Kwa kuwa Bwana Mungu wenu anawaleta katika nchi nzuri, nchi yenye vijito na mabwawa ya maji, yenye chemchemi zinazotiririka mabondeni na katika vilima;","Omonene Nyasae oino, ’nkobaira are ase ense engiya ebwate chindooche ne’chinsooko, ne’chintuboka chigosookia amaache gochia ase amagoko na ase ebitunwa.",Trilingual-Bible
124379,"“Hiyo sehemu maalum mtakayotoa kwa Bwana itakuwa na urefu wa dhiraa 25,000 na upana wa dhiraa 10,000","Orogongo orwo morotige robe orwa Omonene; obotambe bwaye nigo borabe chimoti chilifu emerongo ebere na isano (25,000), na obogare chimoti chilifu ikomi (10,000).",Trilingual-Bible
133500,Wale nzige walikuwa na umbo kama la farasi waliotayarishwa kwa ajili ya vita. Kwenye vichwa vyao kulikuwa na kitu kama taji za dhahabu na nyuso zao zilikuwa kama za binadamu.,"Ase ebieni biabo chingige chiria nigo chiagwekaine chibarasi chibekire ang’e ase esegi. Ase emetwe yabo nigo chiarenge n’ebinto bikororekana buna chigutwa chi’echitaabu, na amasio abo nigo agwekaine amasio a Mwanyabaanto.",Trilingual-Bible
128938,Bahari ikachafuka kwa sababu upepo mkali ulikuwa unavuma.,Enyancha egachaaka koimoka ase engencho y’omwaga omonge orenge kogusa.,Trilingual-Bible
101779,Hakikisha maji safi! Zuia milipuko ya kipindupindu shuleni.,Rora ng'a amache mamarabu! Tanga ogwateka kwendwari yogosaa ase esukuru.,PSA
110244,"Kisha Sauli akamwomba Bwana, Mungu wa Israeli, akisema, “Nipe jibu lililo sawa.” Yonathani na Sauli wakatolewa kwa kura, nao watu wakawa salama.","Ase igo Saulo akabora, “Aye Omonene, Nyasae bw’Abaisraeli, nase ki kwangire koiraneria omosomba oo rituko ria reero? Onye okomocha okwo nokwane, gose nokwa Yonathani, omwana one, iraneria ase enchera y’obomera bwa Urimu, onye kore okw’Abaisraeli iraneria na Tumimu.” Igo obomera bokagwera Saulo na Yonathani, na Abanto bagatooreka.",Trilingual-Bible
101540,Kipindi cha 1: Kilimo cha Dijitali na Jukumu Lake katika Kukuza Vijijini Jumuishi na Ustahimilivu. Mabadiliko. Muda. Mada. Wazungumzaji. 09:00 -09:30.,Ensemo yeritang'ani 1: Oboremi bwegedichitari amo na nensemo yabo yosegeta oboamo na Ogwekomereria Kwebinyoro. Ogoonchoreria. Engaki. Ekere kegokwanerwa. Omokwani 09:00 -09:30.,PSA
110832,"Huko Hebroni alitawala Yuda kwa miaka saba na miezi sita, na katika Yerusalemu alitawala Israeli yote na Yuda kwa miaka thelathini na mitatu.","Agwo Heburoni akagaambera Abayuda ase engaki y’emiaka etan’ebere, na emetienyi etano nomo, naende agwo Yerusalemu akagaambera Abaisraeli bonsi amo n’Abayuda ase engaki y’emiaka emerongo etato, n’etato.",Trilingual-Bible
119005,"Ghala zetu zitajazwa aina zote za mahitaji. Kondoo zetu watazaa kwa maelfu, kwa makumi ya maelfu katika mashamba yetu;","Tiga ebiage biaito biichore chindagera, bigaache chindagera ao ao, ne ching’ondi chiaito chire ase ebitii chibiare chilifu ne chilifu.",Trilingual-Bible
131968,"(kwa kuwa tunda la nuru hupatikana katika wema wote, haki na kweli),","(inaki okwama kw’omobaso nigo gokonyorekana ase obuya bwonsi, na ase oboronge, na ase ekeene).",Trilingual-Bible
109012,"Kefar-Amoni, Ofni, na Geba; miji kumi na miwili pamoja na vijiji vyake.","na Kefari‐Amoni, na Ofuni, na Geba, emechie ikomi na ebere, amo nebichie biabo.",Trilingual-Bible
109292,"Wakati huo wakawaua Wamoabu watu waume wapatao 10,000 ambao wote walikuwa wenye nguvu na mashujaa; hakuna mtu yeyote aliyetoroka.","Ase rituko erio bakabaita Abamoabu ang’e chiribu ikomi. Abwo bonsi nigo barenge abanto abanene, naende barenge chituoni chi’eseegi; onde taminchoretie nonya n’oyomo.",Trilingual-Bible
110592,"Abigaili alipokwenda kwa Nabali, alikuwa ndani ya nyumba yake akifanya karamu kama ile ya mfalme. Naye alikuwa ana furaha nyingi, akiwa amelewa sana. Kwa hiyo Abigaili hakumwambia mumewe kitu chochote mpaka asubuhi yake.","Ekero Abigaeli aigete nka, akanyora Nabali obwate omoyega omonene oyoisaine omorwoti agokora. Nabali nigo areenge nomochengo ase enkoro yaye ime, ekiagera konya otindire mono. Ase ayio Abigaeli tamotebetie gento kende, korende akaganya goika bogakia mambia.",Trilingual-Bible
108092,Kamwe msilaumiwe mbele za Bwana Mungu wenu.,Inwe goika mobe abaikeranu ase obosio bw’Omonene Nyasae oino.”,Trilingual-Bible
114494,"Wanangu, basi msipuuze jambo hili sasa, kwa kuwa Bwana amewachagua ninyi msimame mbele zake na kumtumikia, mkawe watumishi wake na mkamfukizie uvumba.”","Abana baane, timobaisa koba abakoombia, ekiagera Omonene obachorire mobe mogotenena ase obosio bwaye momokorere; inwe mobe abasomba baye, momosambere ubani.”",Trilingual-Bible
118063,"Bwana kumbuka jinsi mtumishi wako amesimangwa, jinsi ninavyovumilia moyoni mwangu dhihaka za mataifa yote,","Aye Omonene, ing’inyore inche omosomba oo buna ingokorerwa echeche; nigo ndemereretie emerumi y’abanto abange.",Trilingual-Bible
112092,"Akajibu, “Nimeona wivu mwingi kwa ajili ya Bwana Mungu Mwenye Nguvu Zote. Waisraeli wamelikataa Agano lako, wamevunja madhabahu zako na kuwaua manabii wako kwa upanga. Ni mimi, mimi peke yangu, niliyebaki, nao sasa wananitafuta ili waniangamize.”","Akairaneria: “Nabeire ne risemi asore aye Omonene, Nyasae bw’Emeganda, ekiagera Abaisraeli batigire okobwatana kwao kw’ogotianania, batagoire ebisasimero biao, naende baitire ababani bao nemioro. Inche bweka natigaire; na bono nigo bakorigia basirie obogima bwane.”",Trilingual-Bible
114588,"Naye Bwana akamtuma malaika ambaye aliangamiza wanajeshi wote, na viongozi na maafisa katika kambi ya mfalme wa Ashuru. Kwa hiyo, mfalme wa Ashuru akarudi nchini mwake kwa aibu. Naye alipokwenda katika hekalu la mungu wake, baadhi ya watoto wake wakamuua kwa upanga.","Eri’Omonene agatoma omomalaika oye agaita abasikari bonsi b’omorwoti bw’Abaasuri, baria barenge chituoni, na abatang’ani amo nabanene bonsi ase egetwori kiabo. Omorwoti oria akairana gochia ase ense yaye ore nobosooku obonene, na ekero asoete ase enyomba y’enyasae yaye, abamura baye bande bakamoaka, bakamoita nemioro.",Trilingual-Bible
126034,"Lakini Yesu akamwambia, “Nifuate, uwaache wafu wawazike wafu wao.”","Korende Yeso akamoteebia, “Ntunyana, tiga abakuure batindeke abakuure babo.”",Trilingual-Bible
127281,"Wanafunzi wake wakashangaa sana. Wakaulizana wao kwa wao, “Ni nani basi awezaye kuokoka?”","Aborokigwa baye bagaichana mono, bakaboorania, “Ning’o rende oranyare gotooreka?”",Trilingual-Bible
130127,"Wakatumwa na barua ifuatayo: Sisi mitume na wazee, ndugu zenu, Kwa ndugu Mataifa mlioamini mlioko Antiokia, Shamu na Kilikia: Salamu.","bakabaa baire riruube ririikire iga: “Ase abaminto b’Ebisaku abamore ase Antiokia, na Siiria, na Kilikia. Intwe abamino, abatomwa na abagaaka, twabakwanirie.",Trilingual-Bible
126943,"Baadhi ya walimu wa sheria waliokuwa Mafarisayo walipomwona akila pamoja na watoza ushuru na “wenye dhambi,” wakawauliza wanafunzi wake: “Mbona Yesu anakula pamoja na watoza ushuru na ‘wenye dhambi’?”","Aborokia b’amariiko na Abafarisai bagachia komoorora okoria amo n’abanyene ebibe na abarusia ebango, bagateebia aborokigwa baye, “Nase ki akoria na konywa amo nabarusia ebango na abanyene ebibe?”",Trilingual-Bible
101447,"Uzinduzi wa mpango wa kitaifa wa Utetezi, Mawasiliano na Uhamasishaji wa Kijamii kwa ajili ya uelewa bora wa umma kuhusu lishe.","Ogochaki bene kuomoroberio orogongo rwa Kenya igoro yoboegereri, chinkwana na obosemi bwegenka, komenta obomanyi oboikeranu ase abamenyi",PSA
133142,"Kwa maana haya yakiwa ndani yenu kwa wingi na kuzidi kuongezeka, yanawasaidia msikose bidii wala kutozaa matunda katika kumjua Bwana wetu Yesu Kristo.","Naki amang’ana aya karabe ime yaino na komenteka, nabakore timoba aboro gose abanto motari nokwama, ase okomomanya Omonene oito Yeso Kristo.",Trilingual-Bible
101821,Jiandae kwa tathmini za KPSEA Daraja la 6.,Eariganie ase okorengwa kwa'matemwa KPSEA ase abana begeredi 6.,PSA
117669,"Tangu kuzaliwa nimekutegemea wewe, ulinitoa tumboni mwa mama yangu. Nitakusifu wewe daima.","Kwabeire gontenenerete korwa ekero ntaraiborwa, naye kwandusetie korwa ase enda ya baba. Naye ndabe nkona-gotogia botambe.",Trilingual-Bible
116953,"Macho yangu humwelekea Bwana daima, kwa kuwa yeye peke yake ndiye ataitoa miguu yangu kutoka mtego.","Botambe nigo nkoba imorigereretie Omonene, nere orarusie amagoro aane ase oboreba.",Trilingual-Bible
127467,"Kisha Yesu akawaambia, “Mmekuja na panga na marungu kunikamata kana kwamba mimi ni mnyangʼanyi?","Yeso akabateebia, “Inee! Igo mwachire buna mokoimokera omouri nemioro ne chinungu, gocha kong’ira?",Trilingual-Bible
115965,"Je, litashuka chini hadi kwenye malango ya mauti? Je, tutashuka pamoja mavumbini?”",Ogosemeria okwo nigo koragende gochia aase abakuure. Nintirimboke amo nakorokwo gochia gotimoka ase riroba ime.”,Trilingual-Bible
105219,"Watu walipoona kuwa Mose amekawia sana kushuka kutoka mlimani, walimkusanyikia Aroni na kumwambia, “Njoo, tutengenezee miungu itakayotutangulia. Kwa maana huyu jamaa yetu Mose aliyetupandisha kutoka Misri, hatujui jambo lililompata.”","Ekero abanto baroche ng’a Musa otebanire goika korwa ase egetunwa, bagasangererekana amo, bagachiera Aroni, bakamoteebia, “Inchuo aa, otokorere enyasae eratotang’ane, ekiagera titomanyeti eki kiamonyorire Musa, oyo otong’anyetie korwa ase ense ya Misiri.”",Trilingual-Bible
107880,"Watu wa nchi ile uliyotutoa sisi wasije wakasema, ‘Ni kwa sababu Bwana hakuweza kuwachukua mpaka nchi aliyokuwa amewaahidia, kwa sababu aliwachukia, akawaleta ili aje kuwaua jangwani.’","Abamisiri nigo barabaise gokwana: Omonene nigo asinyetwe kobaira na kobaikia ase ense eria konya ariire eira ng’a abayee, naende nigo abageechete, nakio kiagerete akabarusia aiga, erinde agachia kobaitera agwo ase erooro.",Trilingual-Bible
122645,"watu themanini waliokuwa wamenyoa ndevu zao, waliorarua nguo zao na kujikatakata walikuja kutoka Shekemu, Shilo na Samaria wakileta sadaka za nafaka na uvumba katika nyumba ya Bwana.","abanto emerongo etano na etato bakarua Sekemu, na Silo, na Samaria, bakagenda ase enyomba y’Omonene, babwate okoruegwa kw’endagera na ubani. Abanto abwo nigo bagingerete chinderu chiabo, na batandorete chianga chiabo, na emebere yabo nigo yakeba‐kebire,",Trilingual-Bible
106792,"“Watume baadhi ya watu wakaipeleleze nchi ya Kanaani, ambayo ninawapa Waisraeli. Kutoka kwa kila kabila la baba zao, tuma mmoja wa viongozi wao.”","“Chora omotang’ani oyomo korwa ase kera egesaku ase ebisaku bionsi ikomi na bibere bi’Abaisraeli, erio obatome bagende koroota ense ya Kaanani, ense eria ’ngochia koa Abaisraeli.”",Trilingual-Bible
102442,Madarasa ya mahitaji maalum yameongezwa hadi 500 – yanaomba uhamisho kabla ya Desemba 20!,"Ebirasi biogosomera bia abana baria nokogania kwabeene mbiagesegete goika 500, Ãtoma ogosaba gwokong'anya nyuma yechitariki 20 chiomotienyi 12!",PSA
116463,"Ili wanadamu wote aliowaumba wapate kujua kazi zake, yeye humzuilia kila mtu shughuli zake.","Nyasae nigo agotanga emeremo y’amaboko a kera omonto, erinde abanto bonsi banyare komanya emeremo yaye.",Trilingual-Bible
113860,"Kwa uwezo wangu wote nimetenga mali kwa ajili ya Hekalu la Mungu wangu: dhahabu kwa kazi za dhahabu, fedha kwa ajili ya fedha, shaba kwa kazi za shaba, chuma kwa kazi za chuma na miti kwa kazi za miti, vivyo hivyo vito vya shohamu kwa ajili ya kutia kwenye vijalizo, almasi, mawe ya rangi mbalimbali, aina zote za vito vya thamani na marmar; yote haya kwa wingi mno.","Inche ase ogokora aya narenge konyara, nabekire ebinto ang’e ase okoagachera enyomba ya Nyasae one: chitaabu ase ebinto bie chitaabu, ne chifeta ase ebinto bie chifeta, ne chitaai ase ebinto bie chitaai, na ebioma ase ebinto bi’ebioma, ne chibao ase ebinto bi’echibao. Amo n’ebinto ebio narure amagena e rigori rinene, buna oiniki na ayande ay’ogosata, ayare nebieni ao ao, akomeka‐meka, amo namagena ande amange amarabu akomeka‐meka.",Trilingual-Bible
110209,"Yonathani akamwambia kijana wake mbeba silaha, “Njoo, tuvukie doria ya wale jamaa wasiotahiriwa. Huenda Bwana atatenda kwa ajili yetu. Hakuna chochote kitakachoweza kumzuia Bwana kuokoa, kwamba ni kwa wingi au kwa uchache.”","Yonathani agateebia omomura oria omobogoreretie ebirwanero. “Inchuo togende gochia ng’umbu ase eburi y’Abanto aba batarogeti. Ande nab’Omonene arakore egento ase tore. Kende tikeri keratange Omonene tatokoonya tobue, gatorabe abake gose abange.”",Trilingual-Bible
106063,“ ‘Usieneze uchochezi miongoni mwa watu wako. “ ‘Usifanye kitu chochote kile kinachohatarisha maisha ya jirani yako. Mimi ndimi Bwana.,Tobaisa goeta‐eta ase egati y’abanto bamino gokwana obogenki; tobaisa kogera oyomino aitwe ase okoba kirori bw’oborimo. Inche ninche Omonene.,Trilingual-Bible
126209,"Ndipo akawaambia mambo mengi kwa mifano, akisema: “Mpanzi alitoka kwenda kupanda mbegu zake.","Akabateebia amang’ana amange ase emebayeeno, okobora, “Omobusuri akamanora kogenda kobusura.",Trilingual-Bible
129067,"Akawaambia, “Ninyi mmetoka chini, mimi nimetoka juu. Ninyi ni wa ulimwengu huu, mimi si wa ulimwengu huu.","Akabateebia, “Inwe naba inse; inche noyo o igoro; inwe nab’ense eye; inche tindi oyo bw’ense eye.",Trilingual-Bible
132941,Kwa maana hasira ya mwanadamu haitendi haki ya Mungu.,ekiagera endamwamu ya Mwanyabaanto teri gokora ayare boronge ase obosio bwa Nyasae.,Trilingual-Bible
114483,"Ahazi akalala na baba zake na akazikwa katika Mji wa Yerusalemu, lakini hawakumleta kwenye makaburi ya wafalme wa Israeli. Naye Hezekia mwanawe akawa mfalme baada yake.","Ahasi akarara ase chisokoro chiaye chiaraarete, na abanto bakamotindeka ase omochie o Yerusalemu; tibamobegete ase chimbeera ase abarwoti b’Abaisraeli baare gotindekwa. Hezekia, omomura oye, akaba okogamba ase ribaga riaye.",Trilingual-Bible
122214,"“Hili ndilo Bwana, Mungu wa Israeli, asemalo: ‘Kama zilivyo hizi tini nzuri, ndivyo ninavyowaona kuwa bora watu wa uhamisho kutoka Yuda, niliowaondoa kutoka mahali hapa kwenda katika nchi ya Wakaldayo.","“Aya nar’Omonene, Nyasae bw’Abaisraeli, agoteeba: Abayuda abwo narusirie aase aiga na kobaira ase obosomba ase ense y’Abakalidayo nimbaabare ng’a nabaya buna amako ayio are amaya.",Trilingual-Bible
107177,"Meli zitakuja kutoka pwani za Kitimu, zitaitiisha Ashuru na Eberi, lakini nao pia wataangamizwa.”","Abanto ’mbachiche ne chimeeri korwa ase engegu ya Kitimu, nabarabwo ’mbachaande Abaasuri na Abaeberi, korende barabwo abanyene ’mbasirigwe boigo.”",Trilingual-Bible
129136,"Kama huyu mtu hakutoka kwa Mungu, asingeweza kufanya lolote.”","Onye oyo tarwete ase Nyasae, anga takonyara gokora gento.”",Trilingual-Bible
126867,"Yule malaika akawaambia wale wanawake, “Msiogope, kwa maana ninajua kuwa mnamtafuta Yesu aliyesulubiwa.","Korende omomalaika agateebia abakungu baria, “Timoiroka inwe, ekiagera namanyire ng’a Yeso mokorigia, oria obambetwe.",Trilingual-Bible
102166,Elimu kwa wote! Jiunge na shule za kuhamahama kwa watoto wafugaji.,Chisemi ase bonsi! Soa chisukuru chiokonganyanganya ase abana abatugi bokonganyanganya.,PSA
127375,"Yesu alipokuwa akifundisha Hekaluni, akauliza, “Imekuwaje walimu wa sheria wanasema kwamba Kristoni Mwana wa Daudi?","Yeso akabora gakworokereria ime ase Hekalu, “Inaki aborokia b’amariiko bakobora ng’a Kristo nomwana o Daudi?",Trilingual-Bible
132207,"Aristarko aliye mfungwa pamoja nami anawasalimu, vivyo hivyo Marko, binamu yake Barnaba. (Mmeshapata maagizo yanayomhusu; akija kwenu, mpokeeni.)","Aristariko, oyosibetwe amo nainche, obakwanirie, na Mariko, omwana oisemoke Barnaba (mwanyorire ogotebererigwa igoro yaye; karaike seino momooroisie).",Trilingual-Bible
111192,"Basi Ahimaasi mwana wa Sadoki akasema, “Niruhusu mimi nikimbie na kumpelekea mfalme habari kwamba Bwana amemwokoa mfalme kutoka mikononi mwa adui zake.”","Ahimasi, mosinto o Zadoki, agateebia Yoabu, “Tiga iminyoke ’nteebie omorwoti amang’ana, buna Omonene amotooririe korwa ase ababisa baye.”",Trilingual-Bible
133031,"Ni ninyi ambao mlichaguliwa tangu mwanzo na Mungu Baba kulingana na alivyotangulia kuwajua, kupitia kwa kazi ya utakaso wa Roho, katika utiifu kwa Yesu Kristo na kunyunyiziwa damu yake: Neema na amani ziwe kwenu kwa wingi.","Inwe nigo mwachoretwe koreng’ana buna Nyasae Tata amanyete korwa kare, na mogachenwa n’Omoika, monyare koigwera Yeso Kristo, na konyororokerigwa namanyinga aye. Obuya na omorembe bimenteke ase oboikeranu bwonsi.",Trilingual-Bible
103131,"Wale wafalme wanne wakateka mali yote ya Sodoma na Gomora pamoja na vyakula vyao vyote, kisha wakaenda zao.","Erio ababisa bagasakora chinibo chionsi chia Sodomu na Gomora, na endagera yabo yonsi bakaira chinsobo.",Trilingual-Bible
133308,"Jihadharini msije mkapoteza kile mlichokitenda, bali mpate kupewa thawabu kamilifu.","Erigererie inwe abanyene timosiria aya twabarenteire, korende monyoore eng’eria eng’ikeranu.",Trilingual-Bible
128293,"Nawaambia, tumieni mali ya kidunia kujipatia marafiki, ili itakapokwisha, mkaribishwe katika makao ya milele.","Nkobateebia nde inwe: Ekorere abasani nenibo y’ense eye etari boronge, erinde ekero egochia gokea, baabaroisie inwe ase obomenyo bwa kare na kare.",Trilingual-Bible
102249,"Madawati ya kuripoti ukatili wa kijinsia yameanzishwa katika shule 1,000.",Bwaterana! Soa ase ebiombe biesukuru igoro biobogambi.,PSA
129714,"Sasa, Bwana angalia vitisho vyao na utuwezeshe sisi watumishi wako kulinena neno lako kwa ujasiri mkuu.","Ase igo bono, aye Omonene, rora ogotianerwa okwo kwabeire, erio aye otwanchere, intwe abasomba bao tokwane ring’ana riao n’oboremu bwonsi.",Trilingual-Bible
126259,"Yesu alipomaliza kutoa mifano hii, akaondoka.","Ekero Yeso akoorire emebayeeno eyio, akarua aroro, akagenda aase aande.",Trilingual-Bible
133721,"Huyo malaika aliyesema nami alikuwa na ufito wa dhahabu wa kupimia huo mji, malango yake na kuta zake.","Omomalaika oria okwanete nainche nigo arenge nemoti y’okorenga y’etaabu, anyare korenga omochie na ebiita biaye, na orwaki rwaye.",Trilingual-Bible
117768,"Nitazikatilia mbali pembe za waovu wote, bali pembe za wenye haki zitainuliwa juu.","Omonene nabune kegima ching’unchara chi’abakori amabe, korende echi’abanyaboronge nachiimokererie igoro.",Trilingual-Bible
121253,"Mimi ninaumba nuru na kuhuluku giza, ninaleta mafanikio na kusababisha maafa. Mimi, Bwana, huyatenda haya yote.","Ninche Omotongi bw’oborabu na omosunte, nigo nkorenta omorembe, narenta na amabe; Inche ninche Omonene, ngokora ayio onsi.",Trilingual-Bible
129500,"Tangu wakati huo, Pilato akajitahidi kutafuta njia ya kumfungua Yesu, lakini Wayahudi wakazidi kupiga kelele wakisema, “Ukimwachia huyu mtu, wewe si rafiki wa Kaisari. Mtu yeyote anayedai kuwa mfalme anampinga Kaisari.”","Korwa agwo Pilato akarigia komosibora, korende Abayahudi bagaaka eriogi, bakaboora, “Koramosibore, aye tori omosani o Kaisari; kera oyogwekora koba omorwoti nigo are mamincha ase Kaisari.”",Trilingual-Bible
100684,Mhifadhi Jim Nyamu anawasihi wakazi wa Kaunti ya Marsabit kuwalinda tembo.,omoegereri bw'ebinto bitoonchokanaine Jim Nyamu osabire abamenyi ba ekaunti ya marsabit koegerera chinchogu.,PSA
102624,Kuzungumzia afya ya akili huvunja unyanyapaa na kuwasaidia wengine kufunguka. Tujenge mazingira ya usaidizi kwa wote.,Gokwanera igoro ya afya y'obongo nigo kogokonya gosaria obochayi na gokonya abande gosiboka. Tiga toagache amazingira y'obokonyi ase bonsi.,PSA
124754,"Ndipo mimi Danieli nikaangalia, nako mbele yangu walisimama wengine wawili, mmoja katika ukingo huu wa mto, na mwingine ukingo wa pili wa mto.","Erio inche Danieli nkarigereria nkarora abanto babere bateneine ase engegu y’orooche, oyomo ase engegu eyemo, na oyonde ase engegu ende.",Trilingual-Bible
103372,"Hivyo shamba la Efroni huko Makpela karibu na Mamre, yaani shamba pamoja na pango lililokuwamo, nayo miti yote iliyokuwamo ndani ya mipaka ya shamba hilo, vilikabidhiwa,","Oboremo bw’Efuroni obwo bware agwo Makipela moocha ya Mamure, oboremo amo ne rikuruma riria riare imeo na emete yonsi yareengeo, ensemo eria yonsi Aburaamu akayeegwa.",Trilingual-Bible
